MON,DAY,YEAR,HR,MIN,TMZN,TMPF,RELH,SKNT,GUST,DRCT,QFLG,SOLR,TLKE,PREC,SINT,FT,FM,PEAK,HI24,LO24,PDIR,VOLT,DWPF
5,25,2010, 22,59,HST, 72.0,81,14.0,23.0,92,2,0.0,,44.39,,70.0,19,23,,,94,12.90,65.8
5,25,2010, 23,59,HST, 71.0,84,12.0,25.0,99,2,0.0,,44.40,,71.0,19,25,,,97,12.90,65.9
5,26,2010, 0,59,HST, 72.0,81,12.0,32.0,99,2,0.0,,44.40,,72.0,18,32,,,84,12.80,65.8
5,26,2010, 1,59,HST, 72.0,83,13.0,25.0,107,2,0.0,,44.40,,70.0,18,25,,,102,12.80,66.5
5,26,2010, 2,59,HST, 69.0,90,15.0,28.0,103,2,0.0,,44.41,,68.0,30,28,,,110,12.80,65.9
5,26,2010, 3,59,HST, 69.0,95,13.0,29.0,103,2,0.0,,44.41,,68.0,32,29,,,101,12.80,67.5
5,26,2010, 4,59,HST, 71.0,83,13.0,26.0,109,2,0.0,,44.41,,67.0,26,26,,,111,12.80,65.6
5,26,2010, 5,59,HST, 70.0,86,13.0,27.0,105,2,0.0,,44.41,,70.0,22,27,,,105,12.80,65.6
5,26,2010, 6,59,HST, 70.0,87,13.0,28.0,107,2,59.0,,44.41,,70.0,22,28,,,95,12.80,65.9
5,26,2010, 7,59,HST, 73.0,77,18.0,27.0,106,2,240.0,,44.41,,77.0,20,27,,,103,13.10,65.4
5,26,2010, 8,59,HST, 76.0,70,16.0,32.0,110,2,321.0,,44.41,,80.0,19,32,,,109,13.20,65.5
5,26,2010, 9,59,HST, 77.0,74,13.0,33.0,112,2,416.0,,44.41,,84.0,18,33,,,84,13.20,68.1
5,26,2010, 10,59,HST, 77.0,68,17.0,31.0,108,2,828.0,,44.41,,91.0,18,31,,,98,13.20,65.6
5,26,2010, 11,59,HST, 75.0,75,16.0,34.0,107,2,762.0,,44.41,,85.0,16,34,,,106,13.20,66.5
5,26,2010, 12,59,HST, 76.0,73,15.0,31.0,106,2,878.0,,44.41,,87.0,16,31,,,100,13.20,66.7
5,26,2010, 13,59,HST, 77.0,74,15.0,30.0,101,2,690.0,,44.41,,84.0,15,30,76.0,69.0,99,13.20,68.1
5,26,2010, 14,59,HST, 78.0,71,12.0,27.0,107,2,636.0,,44.41,,88.0,15,27,,,84,13.20,67.8
5,26,2010, 15,59,HST, 77.0,72,12.0,28.0,106,2,440.0,,44.41,,84.0,15,28,,,118,13.20,67.3
5,26,2010, 16,59,HST, 76.0,68,13.0,26.0,106,2,438.0,,44.41,,86.0,14,26,,,121,13.20,64.7
5,26,2010, 17,59,HST, 75.0,74,8.0,26.0,115,2,194.0,,44.42,,77.0,14,26,,,100,13.10,66.1
5,26,2010, 18,59,HST, 73.0,75,8.0,22.0,116,2,139.0,,44.42,,75.0,14,22,,,117,13.00,64.6
5,26,2010, 19,59,HST, 71.0,77,9.0,18.0,110,2,3.0,,44.42,,72.0,15,18,,,106,12.90,63.4
5,26,2010, 20,59,HST, 71.0,81,8.0,19.0,111,2,0.0,,44.42,,71.0,15,19,,,102,12.90,64.9
5,26,2010, 21,59,HST, 72.0,82,9.0,17.0,110,2,0.0,,44.42,,70.0,15,17,,,105,12.90,66.2
5,26,2010, 22,59,HST, 72.0,83,8.0,19.0,109,2,0.0,,44.42,,69.0,15,19,,,106,12.90,66.5
5,26,2010, 23,59,HST, 70.0,87,8.0,17.0,117,2,0.0,,44.42,,68.0,15,17,,,98,12.80,65.9
5,27,2010, 0,59,HST, 70.0,85,9.0,18.0,115,2,0.0,,44.42,,69.0,16,18,,,105,12.80,65.3
5,27,2010, 1,59,HST, 71.0,85,8.0,18.0,116,2,0.0,,44.42,,68.0,16,18,,,110,12.80,66.3
5,27,2010, 2,59,HST, 69.0,87,7.0,18.0,120,2,0.0,,44.42,,69.0,16,18,,,124,12.80,65.0
5,27,2010, 3,59,HST, 70.0,89,6.0,15.0,120,2,0.0,,44.42,,68.0,16,15,,,118,12.80,66.6
5,27,2010, 4,59,HST, 70.0,90,5.0,16.0,125,2,0.0,,44.42,,67.0,17,16,,,99,12.80,66.9
5,27,2010, 5,59,HST, 71.0,89,6.0,12.0,118,2,1.0,,44.42,,70.0,17,12,,,133,12.80,67.6
5,27,2010, 6,59,HST, 75.0,80,9.0,15.0,114,2,129.0,,44.42,,77.0,16,15,,,115,12.90,68.4
5,27,2010, 7,59,HST, 78.0,74,11.0,20.0,104,2,352.0,,44.42,,84.0,16,20,,,151,13.20,69.0
5,27,2010, 8,59,HST, 78.0,73,12.0,25.0,110,2,548.0,,44.42,,84.0,15,25,,,90,13.20,68.6
5,27,2010, 9,59,HST, 78.0,74,12.0,23.0,105,2,573.0,,44.42,,87.0,15,23,,,136,13.20,69.0
5,27,2010, 10,59,HST, 80.0,64,11.0,23.0,119,2,944.0,,44.42,,97.0,14,23,,,103,13.10,66.7
5,27,2010, 11,59,HST, 80.0,66,12.0,25.0,105,2,1015.0,,44.42,,96.0,14,25,,,105,13.20,67.6
5,27,2010, 12,59,HST, 78.0,69,13.0,24.0,107,2,1003.0,,44.42,,95.0,13,24,,,97,13.10,67.0
5,27,2010, 13,59,HST, 79.0,68,13.0,24.0,106,2,840.0,,44.42,,91.0,13,24,80.0,68.0,90,13.20,67.5
5,27,2010, 14,59,HST, 78.0,67,11.0,24.0,119,2,685.0,,44.42,,92.0,13,24,,,101,13.20,66.1
5,27,2010, 15,59,HST, 79.0,65,10.0,24.0,118,2,714.0,,44.42,,96.0,13,24,,,110,13.20,66.2
5,27,2010, 16,59,HST, 80.0,67,9.0,24.0,117,2,633.0,,44.42,,89.0,12,24,,,105,13.10,68.0
5,27,2010, 17,59,HST, 77.0,70,8.0,23.0,120,2,355.0,,44.42,,82.0,12,23,,,105,13.10,66.4
5,27,2010, 18,59,HST, 74.0,78,9.0,23.0,117,2,119.0,,44.42,,72.0,13,23,,,111,13.00,66.7
5,27,2010, 19,59,HST, 70.0,85,7.0,21.0,122,2,2.0,,44.42,,69.0,14,21,,,114,12.90,65.3
5,27,2010, 20,59,HST, 70.0,87,7.0,16.0,124,2,0.0,,44.42,,70.0,14,16,,,115,12.90,65.9
5,27,2010, 21,59,HST, 70.0,90,6.0,14.0,122,2,0.0,,44.42,,70.0,15,14,,,145,12.90,66.9
5,27,2010, 22,59,HST, 71.0,93,5.0,13.0,121,2,0.0,,44.42,,70.0,15,13,,,138,12.80,68.9
5,27,2010, 23,59,HST, 72.0,94,6.0,13.0,117,2,0.0,,44.42,,70.0,16,13,,,124,12.80,70.2
5,28,2010, 0,59,HST, 70.0,94,5.0,14.0,118,2,0.0,,44.42,,69.0,16,14,,,140,12.80,68.2
5,28,2010, 1,59,HST, 69.0,99,2.0,13.0,134,2,0.0,,44.42,,68.0,18,13,,,105,12.80,68.7
5,28,2010, 2,59,HST, 70.0,100,3.0,10.0,138,2,0.0,,44.42,,69.0,18,10,,,103,12.80,70.0
5,28,2010, 3,59,HST, 68.0,100,1.0,7.0,161,2,0.0,,44.42,,67.0,19,7,,,150,12.80,68.0
5,28,2010, 4,59,HST, 68.0,100,2.0,6.0,217,2,0.0,,44.42,,68.0,20,6,,,180,12.80,68.0
5,28,2010, 5,59,HST, 69.0,100,2.0,30.0,178,2,0.0,,44.42,,67.0,20,30,,,177,12.80,69.0
5,28,2010, 6,59,HST, 70.0,100,1.0,5.0,309,2,31.0,,44.42,,71.0,20,5,,,139,12.80,70.0
5,28,2010, 7,59,HST, 74.0,91,1.0,12.0,237,2,122.0,,44.42,,75.0,18,12,,,117,13.00,71.2
5,28,2010, 8,59,HST, 77.0,76,6.0,6.0,104,2,291.0,,44.42,,83.0,17,6,,,127,13.20,68.8
5,28,2010, 9,59,HST, 79.0,66,11.0,10.0,106,2,843.0,,44.42,,94.0,15,10,,,101,13.20,66.6
5,28,2010, 10,59,HST, 82.0,64,9.0,21.0,86,2,1034.0,,44.42,,99.0,15,21,,,77,13.10,68.6
5,28,2010, 11,59,HST, 81.0,65,12.0,23.0,113,2,1092.0,,44.42,,96.0,14,23,,,99,13.10,68.1
5,28,2010, 12,59,HST, 77.0,73,12.0,25.0,109,2,723.0,,44.42,,88.0,13,25,,,102,13.20,67.7
5,28,2010, 13,59,HST, 75.0,86,10.0,27.0,113,2,277.0,,44.42,,78.0,18,27,81.0,68.0,111,13.20,70.5
5,28,2010, 14,59,HST, 76.0,80,10.0,22.0,113,2,285.0,,44.43,,80.0,16,22,,,100,13.20,69.4
5,28,2010, 15,59,HST, 75.0,81,9.0,24.0,104,2,253.0,,44.43,,81.0,15,24,,,102,13.20,68.8
5,28,2010, 16,59,HST, 76.0,82,8.0,20.0,117,2,217.0,,44.43,,79.0,15,20,,,104,13.10,70.1
5,28,2010, 17,59,HST, 75.0,78,10.0,20.0,119,2,121.0,,44.44,,76.0,15,20,,,120,13.10,67.7
5,28,2010, 18,59,HST, 74.0,83,9.0,20.0,114,2,43.0,,44.44,,73.0,15,20,,,117,13.00,68.5
5,28,2010, 19,59,HST, 71.0,86,10.0,20.0,116,2,2.0,,44.44,,70.0,15,20,,,107,12.90,66.6
5,28,2010, 20,59,HST, 71.0,87,9.0,19.0,115,2,0.0,,44.44,,70.0,16,19,,,107,12.90,66.9
5,28,2010, 21,59,HST, 72.0,87,10.0,21.0,115,2,0.0,,44.44,,71.0,16,21,,,121,12.90,67.9
5,28,2010, 22,59,HST, 72.0,88,7.0,18.0,118,2,0.0,,44.44,,71.0,16,18,,,115,12.80,68.2
5,28,2010, 23,59,HST, 72.0,87,9.0,18.0,111,2,0.0,,44.44,,69.0,16,18,,,122,12.80,67.9
5,29,2010, 0,59,HST, 70.0,88,8.0,17.0,116,2,0.0,,44.44,,68.0,16,17,,,114,12.80,66.3
5,29,2010, 1,59,HST, 69.0,90,6.0,18.0,121,2,0.0,,44.44,,69.0,17,18,,,109,12.80,65.9
5,29,2010, 2,59,HST, 69.0,92,5.0,15.0,120,2,0.0,,44.44,,67.0,17,15,,,113,12.80,66.6
5,29,2010, 3,59,HST, 69.0,94,5.0,13.0,123,2,0.0,,44.44,,70.0,18,13,,,121,12.80,67.2
5,29,2010, 4,59,HST, 70.0,89,8.0,14.0,113,2,0.0,,44.44,,70.0,17,14,,,131,12.80,66.6
5,29,2010, 5,59,HST, 70.0,87,9.0,17.0,110,2,1.0,,44.44,,70.0,17,17,,,82,12.80,65.9
5,29,2010, 6,59,HST, 75.0,78,10.0,17.0,112,2,112.0,,44.44,,76.0,17,17,,,101,12.90,67.7
5,29,2010, 7,59,HST, 78.0,72,11.0,20.0,114,2,339.0,,44.44,,83.0,16,20,,,97,13.20,68.2
5,29,2010, 8,59,HST, 78.0,69,15.0,25.0,114,2,556.0,,44.44,,86.0,15,25,,,111,13.20,67.0
5,29,2010, 9,59,HST, 77.0,70,16.0,30.0,106,2,785.0,,44.44,,89.0,15,30,,,99,13.20,66.4
5,29,2010, 10,59,HST, 77.0,71,16.0,31.0,108,2,870.0,,44.44,,91.0,14,31,,,114,13.20,66.9
5,29,2010, 11,59,HST, 79.0,66,13.0,30.0,109,2,1195.0,,44.44,,97.0,14,30,,,108,13.10,66.6
5,29,2010, 12,59,HST, 78.0,68,17.0,28.0,104,2,1185.0,,44.44,,96.0,13,28,,,78,13.10,66.6
5,29,2010, 13,59,HST, 78.0,69,16.0,31.0,99,2,921.0,,44.44,,91.0,13,31,83.0,66.0,94,13.20,67.0
5,29,2010, 14,59,HST, 79.0,67,16.0,27.0,99,2,952.0,,44.44,,94.0,13,27,,,93,13.20,67.1
5,29,2010, 15,59,HST, 77.0,70,14.0,31.0,95,2,780.0,,44.44,,88.0,12,31,,,102,13.20,66.4
5,29,2010, 16,59,HST, 76.0,72,16.0,30.0,108,2,447.0,,44.44,,82.0,12,30,,,84,13.20,66.3
5,29,2010, 17,59,HST, 75.0,73,16.0,32.0,105,2,287.0,,44.44,,77.0,12,32,,,87,13.10,65.7
5,29,2010, 18,59,HST, 74.0,79,15.0,32.0,103,2,75.0,,44.44,,73.0,13,32,,,112,13.00,67.1
5,29,2010, 19,59,HST, 73.0,80,16.0,33.0,105,2,2.0,,44.44,,73.0,13,33,,,89,12.90,66.5
5,29,2010, 20,59,HST, 73.0,84,14.0,36.0,108,2,0.0,,44.44,,73.0,14,36,,,101,12.90,67.9
5,29,2010, 21,59,HST, 72.0,86,15.0,36.0,107,2,0.0,,44.44,,72.0,14,36,,,99,12.90,67.6
5,29,2010, 22,59,HST, 73.0,88,13.0,29.0,106,2,0.0,,44.44,,71.0,14,29,,,107,12.90,69.2
5,29,2010, 23,59,HST, 71.0,90,12.0,28.0,103,2,0.0,,44.44,,73.0,15,28,,,108,12.80,67.9
5,30,2010, 0,59,HST, 72.0,94,10.0,28.0,111,2,0.0,,44.44,,73.0,15,28,,,102,12.80,70.2
5,30,2010, 1,59,HST, 71.0,92,11.0,27.0,101,2,0.0,,44.44,,74.0,15,27,,,115,12.80,68.6
5,30,2010, 2,59,HST, 72.0,94,10.0,25.0,103,2,0.0,,44.44,,73.0,15,25,,,100,12.80,70.2
5,30,2010, 3,59,HST, 71.0,93,12.0,24.0,99,2,0.0,,44.44,,73.0,16,24,,,103,12.80,68.9
5,30,2010, 4,59,HST, 72.0,94,13.0,25.0,100,2,0.0,,44.44,,72.0,16,25,,,90,12.80,70.2
5,30,2010, 5,59,HST, 72.0,96,12.0,24.0,92,2,0.0,,44.44,,73.0,16,24,,,79,12.80,70.8
5,30,2010, 6,59,HST, 72.0,100,13.0,23.0,105,2,72.0,,44.48,,72.0,42,23,,,108,12.90,72.0
5,30,2010, 7,59,HST, 72.0,97,15.0,28.0,98,2,204.0,,44.48,,74.0,28,28,,,121,13.10,71.1
5,30,2010, 8,59,HST, 75.0,86,18.0,33.0,106,2,288.0,,44.48,,79.0,19,33,,,108,13.20,70.5
5,30,2010, 9,59,HST, 75.0,78,18.0,33.0,103,2,527.0,,44.49,,82.0,17,33,,,108,13.20,67.7
5,30,2010, 10,59,HST, 78.0,74,19.0,35.0,102,2,721.0,,44.49,,90.0,16,35,,,87,13.20,69.0
5,30,2010, 11,59,HST, 78.0,66,13.0,35.0,104,2,1084.0,,44.49,,94.0,15,35,,,84,13.20,65.7
5,30,2010, 12,59,HST, 77.0,70,20.0,31.0,102,2,1097.0,,44.49,,92.0,15,31,,,113,13.20,66.4
5,30,2010, 13,59,HST, 79.0,64,18.0,35.0,101,2,1167.0,,44.49,,94.0,14,35,81.0,69.0,100,13.20,65.8
5,30,2010, 14,59,HST, 79.0,65,18.0,38.0,106,2,996.0,,44.49,,93.0,14,38,,,110,13.20,66.2
5,30,2010, 15,59,HST, 78.0,70,18.0,39.0,99,2,861.0,,44.49,,88.0,13,39,,,120,13.20,67.4
5,30,2010, 16,59,HST, 77.0,70,21.0,36.0,99,2,548.0,,44.49,,86.0,13,36,,,86,13.10,66.4
5,30,2010, 17,59,HST, 76.0,71,20.0,40.0,106,2,365.0,,44.49,,79.0,13,40,,,106,13.10,65.9
5,30,2010, 18,59,HST, 74.0,78,18.0,38.0,103,2,109.0,,44.49,,73.0,13,38,,,102,13.00,66.7
5,30,2010, 19,59,HST, 72.0,79,18.0,33.0,103,2,2.0,,44.49,,72.0,14,33,,,104,12.90,65.1
5,30,2010, 20,59,HST, 73.0,82,18.0,35.0,100,2,0.0,,44.49,,73.0,14,35,,,95,12.90,67.2
5,30,2010, 21,59,HST, 73.0,79,17.0,33.0,104,2,0.0,,44.49,,73.0,14,33,,,104,12.90,66.1
5,30,2010, 22,59,HST, 73.0,79,16.0,35.0,106,2,0.0,,44.49,,72.0,14,35,,,120,12.80,66.1
5,30,2010, 23,59,HST, 71.0,77,15.0,34.0,104,2,0.0,,44.49,,72.0,14,34,,,105,12.80,63.4
5,31,2010, 0,59,HST, 71.0,77,13.0,34.0,107,2,0.0,,44.49,,72.0,14,34,,,103,12.80,63.4
5,31,2010, 1,59,HST, 71.0,80,14.0,29.0,107,2,0.0,,44.49,,71.0,15,29,,,101,12.80,64.5
5,31,2010, 2,59,HST, 72.0,82,12.0,28.0,105,2,0.0,,44.49,,70.0,15,28,,,108,12.80,66.2
5,31,2010, 3,59,HST, 72.0,81,12.0,27.0,102,2,0.0,,44.49,,70.0,15,27,,,93,12.80,65.8
5,31,2010, 4,59,HST, 72.0,79,15.0,27.0,96,2,0.0,,44.49,,70.0,15,27,,,101,12.80,65.1
5,31,2010, 5,59,HST, 71.0,80,15.0,27.0,91,2,0.0,,44.49,,73.0,15,27,,,99,12.80,64.5
5,31,2010, 6,59,HST, 73.0,73,16.0,31.0,99,2,110.0,,44.49,,76.0,15,31,,,98,12.90,63.8
5,31,2010, 7,59,HST, 77.0,66,15.0,31.0,104,2,345.0,,44.49,,82.0,14,31,,,114,13.20,64.8
5,31,2010, 8,59,HST, 78.0,67,15.0,30.0,105,2,510.0,,44.49,,86.0,14,30,,,112,13.20,66.1
5,31,2010, 9,59,HST, 78.0,63,15.0,28.0,98,2,830.0,,44.49,,91.0,14,28,,,102,13.20,64.4
5,31,2010, 10,59,HST, 77.0,73,16.0,31.0,93,2,675.0,,44.49,,91.0,14,31,,,93,13.20,67.7
5,31,2010, 11,59,HST, 77.0,77,15.0,34.0,82,2,856.0,,44.49,,87.0,13,34,,,123,13.20,69.2
5,31,2010, 12,59,HST, 81.0,63,15.0,32.0,103,2,1010.0,,44.49,,96.0,13,32,,,102,13.10,67.2
5,31,2010, 13,59,HST, 79.0,58,15.0,33.0,103,2,1139.0,,44.49,,97.0,12,33,80.0,70.0,114,13.20,62.9
5,31,2010, 14,59,HST, 79.0,62,18.0,31.0,95,2,997.0,,44.49,,92.0,12,31,,,99,13.20,64.8
5,31,2010, 15,59,HST, 77.0,71,17.0,37.0,101,2,898.0,,44.49,,90.0,12,37,,,133,13.20,66.9
5,31,2010, 16,59,HST, 78.0,70,18.0,33.0,108,2,536.0,,44.49,,86.0,12,33,,,107,13.10,67.4
5,31,2010, 17,59,HST, 76.0,72,20.0,34.0,105,2,356.0,,44.49,,80.0,12,34,,,104,13.10,66.3
5,31,2010, 18,59,HST, 73.0,80,14.0,39.0,106,2,74.0,,44.49,,76.0,13,39,,,96,13.00,66.5
5,31,2010, 19,59,HST, 73.0,80,14.0,29.0,107,2,2.0,,44.49,,73.0,13,29,,,108,12.90,66.5
5,31,2010, 20,59,HST, 73.0,73,14.0,30.0,106,2,0.0,,44.49,,72.0,13,30,,,99,12.90,63.8
5,31,2010, 21,59,HST, 73.0,76,14.0,28.0,104,2,0.0,,44.49,,71.0,13,28,,,102,12.90,65.0
5,31,2010, 22,59,HST, 71.0,80,12.0,28.0,104,2,0.0,,44.49,,72.0,14,28,,,91,12.80,64.5
5,31,2010, 23,59,HST, 73.0,84,12.0,26.0,100,2,0.0,,44.49,,72.0,14,26,,,106,12.80,67.9
6,1,2010, 0,59,HST, 71.0,84,12.0,24.0,107,2,0.0,,44.49,,72.0,14,24,,,103,12.80,65.9
6,1,2010, 1,59,HST, 70.0,92,17.0,25.0,106,2,0.0,,44.49,,68.0,24,25,,,107,12.80,67.6
6,1,2010, 2,59,HST, 72.0,77,13.0,30.0,97,2,0.0,,44.49,,68.0,16,30,,,97,12.80,64.4
6,1,2010, 3,59,HST, 70.0,82,10.0,27.0,116,2,0.0,,44.49,,69.0,16,27,,,103,12.80,64.2
6,1,2010, 4,59,HST, 68.0,94,9.0,31.0,114,2,0.0,,44.49,,69.0,17,31,,,124,12.80,66.2
6,1,2010, 5,59,HST, 71.0,68,14.0,31.0,93,2,1.0,,44.49,,69.0,16,31,,,106,12.80,59.9
6,1,2010, 6,59,HST, 74.0,70,16.0,28.0,94,2,48.0,,44.49,,74.0,15,28,,,77,12.80,63.6
6,1,2010, 7,59,HST, 73.0,76,14.0,29.0,92,2,244.0,,44.49,,77.0,15,29,,,85,13.10,65.0
6,1,2010, 8,59,HST, 78.0,71,15.0,27.0,97,2,495.0,,44.49,,85.0,15,27,,,81,13.20,67.8
6,1,2010, 9,59,HST, 78.0,66,16.0,31.0,95,2,627.0,,44.49,,87.0,14,31,,,114,13.20,65.7
6,1,2010, 10,59,HST, 75.0,74,20.0,34.0,92,2,571.0,,44.49,,82.0,14,34,,,104,13.20,66.1
6,1,2010, 11,59,HST, 77.0,72,14.0,34.0,101,2,649.0,,44.49,,92.0,15,34,,,74,13.20,67.3
6,1,2010, 12,59,HST, 73.0,91,16.0,28.0,105,2,752.0,,44.49,,75.0,19,28,,,104,13.20,70.2
6,1,2010, 13,59,HST, 77.0,71,16.0,32.0,99,2,643.0,,44.49,,89.0,14,32,81.0,68.0,101,13.20,66.9
6,1,2010, 14,59,HST, 73.0,79,19.0,32.0,110,2,748.0,,44.49,,81.0,15,32,,,80,13.20,66.1
6,1,2010, 15,59,HST, 78.0,71,18.0,34.0,107,2,580.0,,44.49,,89.0,14,34,,,105,13.20,67.8
6,1,2010, 16,59,HST, 77.0,76,16.0,34.0,94,2,502.0,,44.49,,83.0,14,34,,,106,13.10,68.8
6,1,2010, 17,59,HST, 74.0,79,13.0,34.0,89,2,247.0,,44.49,,78.0,14,34,,,105,13.10,67.1
6,1,2010, 18,59,HST, 72.0,82,12.0,35.0,100,2,74.0,,44.49,,74.0,14,35,,,109,13.00,66.2
6,1,2010, 19,59,HST, 74.0,80,14.0,27.0,101,2,2.0,,44.49,,73.0,14,27,,,88,12.90,67.4
6,1,2010, 20,59,HST, 74.0,83,13.0,28.0,105,2,0.0,,44.49,,73.0,14,28,,,102,12.90,68.5
6,1,2010, 21,59,HST, 72.0,82,14.0,31.0,99,2,0.0,,44.49,,74.0,14,31,,,104,12.90,66.2
6,1,2010, 22,59,HST, 74.0,66,14.0,28.0,97,2,0.0,,44.49,,73.0,14,28,,,105,12.90,61.9
6,1,2010, 23,59,HST, 73.0,67,13.0,28.0,105,2,0.0,,44.49,,70.0,14,28,,,101,12.90,61.4
6,2,2010, 0,59,HST, 73.0,71,14.0,29.0,102,2,0.0,,44.49,,72.0,14,29,,,107,12.80,63.0
6,2,2010, 1,59,HST, 71.0,62,11.0,24.0,109,2,0.0,,44.49,,69.0,14,24,,,82,12.80,57.3
6,2,2010, 2,59,HST, 73.0,73,14.0,26.0,99,2,0.0,,44.49,,72.0,14,26,,,118,12.80,63.8
6,2,2010, 3,59,HST, 72.0,78,11.0,28.0,94,2,0.0,,44.49,,71.0,14,28,,,110,12.80,64.8
6,2,2010, 4,59,HST, 72.0,80,9.0,27.0,82,2,0.0,,44.49,,72.0,15,27,,,111,12.80,65.5
6,2,2010, 5,59,HST, 68.0,85,11.0,26.0,112,2,0.0,,44.49,,68.0,15,26,,,86,12.80,63.3
6,2,2010, 6,59,HST, 73.0,81,13.0,35.0,93,2,53.0,,44.49,,73.0,15,35,,,103,12.80,66.8
6,2,2010, 7,59,HST, 72.0,78,16.0,24.0,106,2,121.0,,44.49,,76.0,15,24,,,98,12.90,64.8
6,2,2010, 8,59,HST, 77.0,58,15.0,33.0,97,2,427.0,,44.49,,87.0,14,33,,,100,13.20,61.1
6,2,2010, 9,59,HST, 80.0,50,19.0,34.0,104,2,849.0,,44.49,,89.0,13,34,,,111,13.20,59.7
6,2,2010, 10,59,HST, 81.0,51,15.0,35.0,102,2,978.0,,44.49,,92.0,13,35,,,107,13.10,61.1
6,2,2010, 11,59,HST, 78.0,64,15.0,32.0,105,2,660.0,,44.49,,93.0,13,32,,,91,13.20,64.8
6,2,2010, 12,59,HST, 81.0,57,14.0,37.0,104,2,1174.0,,44.49,,99.0,12,37,,,104,13.10,64.3
6,2,2010, 13,59,HST, 79.0,58,13.0,29.0,94,2,1154.0,,44.49,,98.0,11,29,79.0,67.0,86,13.10,62.9
6,2,2010, 14,59,HST, 80.0,56,13.0,29.0,90,2,966.0,,44.49,,92.0,11,29,,,101,13.10,62.9
6,2,2010, 15,59,HST, 77.0,63,14.0,29.0,101,2,698.0,,44.49,,90.0,11,29,,,103,13.20,63.4
6,2,2010, 16,59,HST, 77.0,63,12.0,30.0,103,2,506.0,,44.49,,88.0,11,30,,,100,13.10,63.4
6,2,2010, 17,59,HST, 75.0,70,15.0,25.0,91,2,210.0,,44.49,,78.0,11,25,,,115,13.10,64.5
6,2,2010, 18,59,HST, 73.0,70,12.0,27.0,93,2,47.0,,44.49,,76.0,12,27,,,94,12.90,62.6
6,2,2010, 19,59,HST, 74.0,73,13.0,25.0,91,2,1.0,,44.49,,75.0,12,25,,,82,12.90,64.8
6,2,2010, 20,59,HST, 74.0,73,14.0,26.0,99,2,0.0,,44.49,,73.0,12,26,,,91,12.90,64.8
6,2,2010, 21,59,HST, 72.0,63,12.0,28.0,94,2,0.0,,44.49,,73.0,12,28,,,77,12.90,58.7
6,2,2010, 22,59,HST, 72.0,63,11.0,28.0,99,2,0.0,,44.49,,72.0,12,28,,,106,12.80,58.7
6,2,2010, 23,59,HST, 73.0,72,11.0,22.0,99,2,0.0,,44.49,,74.0,13,22,,,95,12.80,63.4
6,3,2010, 0,59,HST, 71.0,70,9.0,25.0,91,2,0.0,,44.49,,73.0,13,25,,,90,12.80,60.7
6,3,2010, 1,59,HST, 71.0,66,8.0,23.0,99,2,0.0,,44.49,,71.0,13,23,,,89,12.80,59.1
6,3,2010, 2,59,HST, 72.0,68,7.0,19.0,89,2,0.0,,44.49,,72.0,13,19,,,135,12.80,60.8
6,3,2010, 3,59,HST, 72.0,71,7.0,15.0,88,2,0.0,,44.49,,71.0,13,15,,,99,12.80,62.1
6,3,2010, 4,59,HST, 70.0,71,4.0,13.0,109,2,0.0,,44.49,,70.0,13,13,,,110,12.80,60.2
6,3,2010, 5,59,HST, 71.0,69,7.0,13.0,77,2,0.0,,44.49,,71.0,13,13,,,92,12.80,60.3
6,3,2010, 7,59,HST, 74.0,59,8.0,15.0,85,2,149.0,,44.49,,80.0,13,15,,,83,13.00,58.7
6,3,2010, 8,59,HST, 77.0,57,8.0,17.0,74,2,328.0,,44.49,,83.0,13,17,,,64,13.20,60.6
6,3,2010, 9,59,HST, 78.0,54,10.0,19.0,69,2,520.0,,44.50,,86.0,12,19,,,85,13.20,60.0
6,3,2010, 10,59,HST, 79.0,51,11.0,23.0,77,2,801.0,,44.50,,94.0,12,23,,,76,13.10,59.3
6,3,2010, 11,59,HST, 81.0,51,9.0,22.0,74,2,1015.0,,44.50,,95.0,11,22,,,73,13.10,61.1
6,3,2010, 12,59,HST, 79.0,56,13.0,21.0,84,2,1027.0,,44.50,,89.0,11,21,,,81,13.10,61.9
6,3,2010, 13,59,HST, 79.0,57,13.0,26.0,90,2,573.0,,44.50,,92.0,11,26,82.0,68.0,80,13.20,62.4
6,3,2010, 14,59,HST, 77.0,58,15.0,26.0,88,2,587.0,,44.50,,90.0,11,26,,,94,13.20,61.1
6,3,2010, 15,59,HST, 78.0,58,15.0,29.0,90,2,692.0,,44.50,,89.0,11,29,,,76,13.20,62.0
6,3,2010, 16,59,HST, 76.0,65,14.0,28.0,92,2,305.0,,44.50,,80.0,11,28,,,98,13.20,63.4
6,3,2010, 17,59,HST, 73.0,66,12.0,27.0,91,2,198.0,,44.50,,77.0,11,27,,,67,13.10,61.0
6,3,2010, 18,59,HST, 74.0,66,9.0,25.0,98,2,126.0,,44.50,,72.0,11,25,,,92,13.00,61.9
6,3,2010, 19,59,HST, 70.0,71,6.0,23.0,94,2,3.0,,44.50,,70.0,12,23,,,109,12.90,60.2
6,3,2010, 20,59,HST, 69.0,74,5.0,16.0,108,2,0.0,,44.50,,68.0,12,16,,,81,12.90,60.4
6,3,2010, 21,59,HST, 69.0,74,4.0,10.0,110,2,0.0,,44.50,,68.0,13,10,,,100,12.90,60.4
6,3,2010, 22,59,HST, 69.0,73,5.0,10.0,105,2,0.0,,44.50,,69.0,13,10,,,100,12.80,60.0
