MON,DAY,YEAR,HR,MIN,TMZN,TMPF,RELH,SKNT,GUST,DRCT,QFLG,SOLR,TLKE,PREC,SINT,FT,FM,PEAK,HI24,LO24,PDIR,VOLT,DWPF
5,16,2010, 23,59,HST, 70.0,78,8.0,20.0,103,2,0.0,,43.53,,70.0,15,20,,,105,12.80,62.8
5,17,2010, 0,59,HST, 70.0,77,10.0,19.0,102,2,0.0,,43.53,,70.0,15,19,,,111,12.80,62.4
5,17,2010, 1,59,HST, 69.0,84,9.0,23.0,104,2,0.0,,43.53,,68.0,15,23,,,100,12.80,64.0
5,17,2010, 2,59,HST, 72.0,79,11.0,22.0,87,2,0.0,,43.53,,72.0,15,22,,,99,12.80,65.1
5,17,2010, 3,59,HST, 70.0,80,10.0,23.0,106,2,0.0,,43.53,,70.0,15,23,,,82,12.80,63.5
5,17,2010, 4,59,HST, 70.0,86,12.0,20.0,93,2,0.0,,43.53,,69.0,17,20,,,88,12.80,65.6
5,17,2010, 5,59,HST, 69.0,81,11.0,23.0,92,2,0.0,,43.53,,69.0,16,23,,,80,12.80,62.9
5,17,2010, 6,59,HST, 74.0,75,12.0,23.0,87,2,113.0,,43.53,,75.0,16,23,,,98,12.90,65.6
5,17,2010, 7,59,HST, 74.0,73,12.0,23.0,84,2,266.0,,43.53,,76.0,15,23,,,97,13.20,64.8
5,17,2010, 8,59,HST, 76.0,67,14.0,27.0,93,2,633.0,,43.53,,86.0,15,27,,,85,13.20,64.2
5,17,2010, 9,59,HST, 77.0,64,16.0,26.0,93,2,788.0,,43.53,,88.0,14,26,,,73,13.20,63.9
5,17,2010, 10,59,HST, 79.0,60,13.0,28.0,92,2,1021.0,,43.53,,95.0,14,28,,,102,13.10,63.9
5,17,2010, 11,59,HST, 79.0,61,10.0,27.0,105,2,1126.0,,43.53,,97.0,13,27,,,101,13.10,64.4
5,17,2010, 12,59,HST, 80.0,60,11.0,25.0,106,2,1230.0,,43.53,,101.0,13,25,,,102,13.10,64.8
5,17,2010, 13,59,HST, 80.0,59,10.0,24.0,108,2,974.0,,43.53,,96.0,12,24,80.0,67.0,115,13.10,64.4
5,17,2010, 14,59,HST, 78.0,63,12.0,24.0,96,2,1023.0,,43.53,,96.0,12,24,,,80,13.20,64.4
5,17,2010, 15,59,HST, 78.0,63,10.0,26.0,105,2,724.0,,43.53,,94.0,12,26,,,79,13.20,64.4
5,17,2010, 16,59,HST, 76.0,62,12.0,23.0,101,2,587.0,,43.53,,87.0,11,23,,,92,13.10,62.0
5,17,2010, 17,59,HST, 75.0,65,10.0,24.0,101,2,269.0,,43.53,,77.0,12,24,,,118,13.10,62.4
5,17,2010, 18,59,HST, 73.0,71,9.0,24.0,95,2,72.0,,43.53,,72.0,12,24,,,81,13.00,63.0
5,17,2010, 19,59,HST, 73.0,72,10.0,20.0,98,2,1.0,,43.53,,72.0,12,20,,,99,12.90,63.4
5,17,2010, 20,59,HST, 71.0,76,9.0,20.0,100,2,0.0,,43.53,,73.0,13,20,,,80,12.90,63.0
5,17,2010, 21,59,HST, 71.0,77,11.0,23.0,99,2,0.0,,43.53,,73.0,13,23,,,78,12.90,63.4
5,17,2010, 22,59,HST, 71.0,77,11.0,23.0,104,2,0.0,,43.53,,72.0,13,23,,,103,12.80,63.4
5,17,2010, 23,59,HST, 71.0,78,12.0,23.0,106,2,0.0,,43.53,,72.0,14,23,,,120,12.80,63.8
5,18,2010, 0,59,HST, 70.0,80,11.0,23.0,96,2,0.0,,43.53,,71.0,14,23,,,103,12.80,63.5
5,18,2010, 1,59,HST, 70.0,81,8.0,21.0,102,2,0.0,,43.53,,69.0,14,21,,,84,12.80,63.9
5,18,2010, 2,59,HST, 72.0,79,12.0,20.0,97,2,0.0,,43.53,,72.0,14,20,,,87,12.80,65.1
5,18,2010, 3,59,HST, 70.0,80,9.0,22.0,105,2,0.0,,43.53,,71.0,14,22,,,101,12.80,63.5
5,18,2010, 4,59,HST, 71.0,85,8.0,20.0,108,2,0.0,,43.53,,70.0,15,20,,,100,12.80,66.3
5,18,2010, 5,59,HST, 70.0,83,10.0,20.0,105,2,0.0,,43.53,,69.0,15,20,,,99,12.80,64.6
5,18,2010, 6,59,HST, 71.0,79,11.0,23.0,106,2,30.0,,43.53,,72.0,15,23,,,74,12.80,64.1
5,18,2010, 7,59,HST, 74.0,77,15.0,23.0,107,2,198.0,,43.53,,80.0,14,23,,,101,13.20,66.3
5,18,2010, 8,59,HST, 80.0,63,10.0,25.0,117,2,620.0,,43.53,,89.0,14,25,,,101,13.20,66.2
5,18,2010, 9,59,HST, 81.0,55,12.0,25.0,118,2,738.0,,43.53,,93.0,13,25,,,111,13.20,63.3
5,18,2010, 10,59,HST, 81.0,60,8.0,25.0,115,2,947.0,,43.53,,99.0,13,25,,,103,13.10,65.8
5,18,2010, 11,59,HST, 79.0,57,13.0,25.0,111,2,1117.0,,43.53,,97.0,12,25,,,122,13.10,62.4
5,18,2010, 12,59,HST, 81.0,60,12.0,30.0,103,2,1165.0,,43.53,,98.0,12,30,,,105,13.10,65.8
5,18,2010, 13,59,HST, 79.0,61,11.0,29.0,106,2,1090.0,,43.53,,98.0,11,29,82.0,68.0,107,13.10,64.4
5,18,2010, 14,59,HST, 78.0,70,13.0,26.0,94,2,876.0,,43.53,,89.0,11,26,,,101,13.20,67.4
5,18,2010, 15,59,HST, 77.0,66,15.0,24.0,105,2,710.0,,43.53,,86.0,11,24,,,100,13.20,64.8
5,18,2010, 16,59,HST, 77.0,67,13.0,25.0,94,2,469.0,,43.53,,85.0,11,25,,,105,13.10,65.2
5,18,2010, 17,59,HST, 75.0,74,12.0,23.0,92,2,203.0,,43.53,,77.0,12,23,,,90,13.10,66.1
5,18,2010, 18,59,HST, 72.0,77,11.0,23.0,90,2,69.0,,43.53,,73.0,12,23,,,90,13.00,64.4
5,18,2010, 19,59,HST, 71.0,81,13.0,23.0,85,2,1.0,,43.53,,73.0,13,23,,,103,12.90,64.9
5,18,2010, 20,59,HST, 71.0,77,12.0,23.0,97,2,0.0,,43.53,,72.0,13,23,,,71,12.90,63.4
5,18,2010, 21,59,HST, 71.0,77,15.0,25.0,95,2,0.0,,43.53,,71.0,13,25,,,99,12.90,63.4
5,18,2010, 22,59,HST, 71.0,77,16.0,29.0,97,2,0.0,,43.53,,73.0,13,29,,,89,12.80,63.4
5,18,2010, 23,59,HST, 72.0,80,15.0,30.0,106,2,0.0,,43.53,,70.0,14,30,,,101,12.80,65.5
5,19,2010, 0,59,HST, 71.0,77,16.0,31.0,100,2,0.0,,43.53,,72.0,14,31,,,88,12.80,63.4
5,19,2010, 1,59,HST, 72.0,81,14.0,33.0,101,2,0.0,,43.53,,72.0,14,33,,,97,12.80,65.8
5,19,2010, 2,59,HST, 72.0,83,13.0,31.0,100,2,0.0,,43.53,,70.0,14,31,,,104,12.80,66.5
5,19,2010, 3,59,HST, 70.0,82,13.0,28.0,98,2,0.0,,43.53,,69.0,14,28,,,92,12.80,64.2
5,19,2010, 4,59,HST, 70.0,76,12.0,26.0,103,2,0.0,,43.53,,70.0,14,26,,,95,12.80,62.1
5,19,2010, 5,59,HST, 70.0,77,11.0,26.0,104,2,1.0,,43.53,,70.0,14,26,,,124,12.80,62.4
5,19,2010, 6,59,HST, 73.0,70,13.0,26.0,105,2,94.0,,43.53,,75.0,14,26,,,79,12.90,62.6
5,19,2010, 7,59,HST, 75.0,71,12.0,26.0,106,2,325.0,,43.53,,80.0,14,26,,,107,13.20,64.9
5,19,2010, 8,59,HST, 78.0,67,17.0,28.0,104,2,639.0,,43.53,,89.0,14,28,,,105,13.20,66.1
5,19,2010, 9,59,HST, 78.0,66,16.0,30.0,100,2,845.0,,43.53,,88.0,13,30,,,102,13.20,65.7
5,19,2010, 10,59,HST, 80.0,69,14.0,31.0,108,2,984.0,,43.53,,95.0,13,31,,,87,13.20,68.9
5,19,2010, 11,59,HST, 78.0,65,16.0,34.0,99,2,1147.0,,43.53,,96.0,12,34,,,111,13.20,65.3
5,19,2010, 12,59,HST, 77.0,67,19.0,32.0,107,2,1011.0,,43.53,,95.0,12,32,,,96,13.20,65.2
5,19,2010, 13,59,HST, 77.0,69,17.0,36.0,99,2,1015.0,,43.53,,93.0,12,36,82.0,70.0,101,13.20,66.0
5,19,2010, 14,59,HST, 79.0,66,18.0,32.0,98,2,918.0,,43.53,,94.0,12,32,,,85,13.20,66.6
5,19,2010, 15,59,HST, 77.0,75,14.0,37.0,115,2,510.0,,43.53,,88.0,12,37,,,97,13.20,68.5
5,19,2010, 16,59,HST, 76.0,81,13.0,38.0,104,2,492.0,,43.53,,82.0,12,38,,,99,13.20,69.7
5,19,2010, 17,59,HST, 74.0,77,15.0,33.0,104,2,325.0,,43.53,,80.0,12,33,,,112,13.10,66.3
5,19,2010, 18,59,HST, 70.0,92,18.0,30.0,102,2,62.0,,43.53,,71.0,14,30,,,117,13.00,67.6
5,19,2010, 19,59,HST, 73.0,88,17.0,33.0,107,2,1.0,,43.53,,72.0,14,33,,,106,12.90,69.2
5,19,2010, 20,59,HST, 73.0,90,14.0,32.0,107,2,0.0,,43.53,,74.0,14,32,,,94,12.90,69.9
5,19,2010, 21,59,HST, 72.0,87,12.0,28.0,113,2,0.0,,43.53,,73.0,14,28,,,120,12.90,67.9
5,19,2010, 22,59,HST, 73.0,87,15.0,27.0,105,2,0.0,,43.53,,73.0,14,27,,,114,12.90,68.9
5,19,2010, 23,59,HST, 71.0,100,14.0,29.0,109,2,0.0,,43.54,,70.0,37,29,,,104,12.90,71.0
5,20,2010, 0,59,HST, 71.0,97,14.0,27.0,104,2,0.0,,43.54,,69.0,35,27,,,109,12.80,70.1
5,20,2010, 1,59,HST, 72.0,95,12.0,27.0,101,2,0.0,,43.54,,70.0,28,27,,,111,12.80,70.5
5,20,2010, 2,59,HST, 70.0,100,13.0,26.0,92,2,0.0,,43.54,,70.0,30,26,,,107,12.80,70.0
5,20,2010, 3,59,HST, 70.0,99,15.0,37.0,100,2,0.0,,43.55,,70.0,44,37,,,107,12.80,69.7
5,20,2010, 4,59,HST, 69.0,100,15.0,28.0,106,2,0.0,,43.58,,71.0,52,28,,,84,12.80,69.0
5,20,2010, 5,59,HST, 70.0,100,18.0,44.0,106,2,0.0,,43.64,,71.0,52,44,,,90,12.80,70.0
5,20,2010, 6,59,HST, 70.0,100,19.0,36.0,109,2,31.0,,43.65,,70.0,54,36,,,114,12.80,70.0
5,20,2010, 7,59,HST, 72.0,94,17.0,37.0,106,2,237.0,,43.65,,73.0,46,37,,,104,13.10,70.2
5,20,2010, 8,59,HST, 75.0,90,21.0,41.0,108,2,383.0,,43.65,,77.0,29,41,,,110,13.20,71.9
5,20,2010, 9,59,HST, 79.0,78,16.0,41.0,109,2,806.0,,43.65,,88.0,23,41,,,109,13.20,71.5
5,20,2010, 10,59,HST, 73.0,83,18.0,37.0,110,2,847.0,,43.67,,77.0,31,37,,,101,13.20,67.5
5,20,2010, 11,59,HST, 76.0,90,20.0,37.0,108,2,912.0,,43.68,,83.0,25,37,,,107,13.20,72.8
5,20,2010, 12,59,HST, 77.0,79,20.0,44.0,106,2,1058.0,,43.68,,91.0,21,44,,,106,13.20,70.0
5,20,2010, 13,59,HST, 77.0,77,22.0,40.0,107,2,1009.0,,43.68,,90.0,19,40,80.0,70.0,110,13.20,69.2
5,20,2010, 14,59,HST, 78.0,77,19.0,38.0,110,2,1001.0,,43.69,,90.0,18,38,,,107,13.20,70.2
5,20,2010, 15,59,HST, 77.0,78,21.0,39.0,105,2,870.0,,43.69,,89.0,17,39,,,103,13.20,69.6
5,20,2010, 16,59,HST, 78.0,78,16.0,43.0,110,2,640.0,,43.69,,87.0,16,43,,,105,13.10,70.6
5,20,2010, 17,59,HST, 74.0,82,19.0,41.0,110,2,320.0,,43.69,,78.0,15,41,,,103,13.00,68.1
5,20,2010, 18,59,HST, 74.0,88,19.0,37.0,106,2,52.0,,43.69,,75.0,16,37,,,113,13.00,70.2
5,20,2010, 19,59,HST, 72.0,100,15.0,35.0,107,2,0.0,,43.69,,70.0,18,35,,,114,12.90,72.0
5,20,2010, 20,59,HST, 71.0,100,15.0,39.0,103,2,0.0,,43.69,,70.0,19,39,,,88,12.90,71.0
5,20,2010, 21,59,HST, 70.0,100,14.0,32.0,115,2,0.0,,43.69,,69.0,26,32,,,111,12.90,70.0
5,20,2010, 22,59,HST, 72.0,98,17.0,39.0,106,2,0.0,,43.69,,70.0,23,39,,,97,12.80,71.4
5,20,2010, 23,59,HST, 71.0,97,16.0,34.0,110,2,0.0,,43.69,,71.0,21,34,,,105,12.80,70.1
5,21,2010, 0,59,HST, 69.0,100,14.0,35.0,110,2,0.0,,43.69,,69.0,39,35,,,108,12.80,69.0
5,21,2010, 1,59,HST, 70.0,100,17.0,37.0,108,2,0.0,,43.69,,70.0,38,37,,,101,12.80,70.0
5,21,2010, 2,59,HST, 72.0,99,15.0,36.0,110,2,0.0,,43.69,,70.0,31,36,,,95,12.80,71.7
5,21,2010, 3,59,HST, 72.0,99,14.0,34.0,109,2,0.0,,43.69,,72.0,35,34,,,119,12.80,71.7
5,21,2010, 4,59,HST, 70.0,100,13.0,31.0,110,2,0.0,,43.70,,72.0,47,31,,,104,12.80,70.0
5,21,2010, 5,59,HST, 70.0,100,15.0,33.0,103,2,0.0,,43.74,,72.0,53,33,,,96,12.80,70.0
5,21,2010, 6,59,HST, 71.0,100,14.0,32.0,106,2,19.0,,43.79,,72.0,54,32,,,101,12.80,71.0
5,21,2010, 7,59,HST, 72.0,99,20.0,36.0,93,2,66.0,,43.79,,72.0,55,36,,,125,12.80,71.7
5,21,2010, 8,59,HST, 74.0,89,17.0,34.0,94,2,140.0,,43.79,,73.0,45,34,,,93,12.90,70.5
5,21,2010, 9,59,HST, 75.0,82,17.0,33.0,101,2,298.0,,43.79,,76.0,29,33,,,104,13.20,69.1
5,21,2010, 10,59,HST, 78.0,75,20.0,34.0,98,2,700.0,,43.79,,90.0,24,34,,,105,13.20,69.4
5,21,2010, 11,59,HST, 79.0,76,21.0,37.0,96,2,1117.0,,43.79,,91.0,21,37,,,107,13.20,70.8
5,21,2010, 12,59,HST, 78.0,77,20.0,41.0,97,2,1013.0,,43.79,,88.0,19,41,,,114,13.20,70.2
5,21,2010, 13,59,HST, 76.0,78,22.0,48.0,99,2,799.0,,43.79,,85.0,17,48,79.0,68.0,102,13.20,68.6
5,21,2010, 14,59,HST, 77.0,74,19.0,40.0,97,2,875.0,,43.79,,91.0,17,40,,,102,13.20,68.1
5,21,2010, 15,59,HST, 77.0,75,22.0,40.0,96,2,678.0,,43.79,,82.0,16,40,,,103,13.20,68.5
5,21,2010, 16,59,HST, 75.0,77,22.0,40.0,97,2,468.0,,43.79,,80.0,15,40,,,103,13.20,67.3
5,21,2010, 17,59,HST, 76.0,77,25.0,43.0,106,2,368.0,,43.79,,80.0,15,43,,,101,13.10,68.3
5,21,2010, 18,59,HST, 73.0,80,20.0,46.0,107,2,138.0,,43.79,,76.0,15,46,,,108,13.00,66.5
5,21,2010, 19,59,HST, 74.0,79,21.0,41.0,104,2,2.0,,43.79,,73.0,15,41,,,110,12.90,67.1
5,21,2010, 20,59,HST, 74.0,84,21.0,38.0,105,2,0.0,,43.79,,73.0,15,38,,,93,12.90,68.8
5,21,2010, 21,59,HST, 74.0,82,21.0,39.0,106,2,0.0,,43.79,,74.0,15,39,,,83,12.90,68.1
5,21,2010, 22,59,HST, 72.0,82,23.0,41.0,106,2,0.0,,43.79,,73.0,16,41,,,107,12.90,66.2
5,21,2010, 23,59,HST, 73.0,82,24.0,39.0,105,2,0.0,,43.79,,71.0,16,39,,,104,12.80,67.2
5,22,2010, 0,59,HST, 73.0,83,16.0,49.0,107,2,0.0,,43.79,,71.0,16,49,,,104,12.80,67.5
5,22,2010, 1,59,HST, 73.0,81,19.0,37.0,107,2,0.0,,43.79,,71.0,16,37,,,100,12.80,66.8
5,22,2010, 2,59,HST, 73.0,85,17.0,35.0,107,2,0.0,,43.79,,71.0,16,35,,,98,12.80,68.2
5,22,2010, 3,59,HST, 72.0,84,17.0,35.0,115,2,0.0,,43.79,,74.0,16,35,,,111,12.80,66.9
5,22,2010, 4,59,HST, 73.0,81,13.0,32.0,113,2,0.0,,43.79,,70.0,16,32,,,116,12.80,66.8
5,22,2010, 5,59,HST, 72.0,81,13.0,31.0,106,2,0.0,,43.80,,74.0,16,31,,,104,12.80,65.8
5,22,2010, 6,59,HST, 72.0,90,16.0,27.0,106,2,46.0,,43.80,,74.0,19,27,,,119,12.80,68.9
5,22,2010, 7,59,HST, 76.0,76,16.0,31.0,108,2,365.0,,43.80,,82.0,17,31,,,104,13.20,67.9
5,22,2010, 8,59,HST, 79.0,70,15.0,34.0,104,2,597.0,,43.80,,88.0,16,34,,,105,13.20,68.4
5,22,2010, 9,59,HST, 78.0,80,20.0,31.0,100,2,557.0,,43.80,,87.0,15,31,,,110,13.20,71.3
5,22,2010, 10,59,HST, 79.0,71,21.0,35.0,101,2,990.0,,43.80,,91.0,15,35,,,97,13.20,68.8
5,22,2010, 11,59,HST, 79.0,70,18.0,39.0,106,2,1060.0,,43.80,,94.0,14,39,,,111,13.20,68.4
5,22,2010, 12,59,HST, 78.0,69,21.0,39.0,102,2,1133.0,,43.80,,94.0,14,39,,,94,13.10,67.0
5,22,2010, 13,59,HST, 79.0,74,21.0,39.0,95,2,1019.0,,43.80,,92.0,14,39,79.0,69.0,110,13.20,70.0
5,22,2010, 14,59,HST, 79.0,73,21.0,38.0,104,2,944.0,,43.80,,93.0,13,38,,,115,13.20,69.6
5,22,2010, 15,59,HST, 78.0,74,16.0,40.0,106,2,654.0,,43.80,,84.0,13,40,,,92,13.20,69.0
5,22,2010, 16,59,HST, 75.0,85,15.0,39.0,99,2,341.0,,43.80,,75.0,16,39,,,93,13.10,70.2
5,22,2010, 17,59,HST, 76.0,82,15.0,30.0,102,2,324.0,,43.80,,78.0,14,30,,,103,13.10,70.1
5,22,2010, 18,59,HST, 73.0,96,17.0,33.0,92,2,82.0,,43.80,,73.0,21,33,,,94,13.00,71.8
5,22,2010, 19,59,HST, 73.0,92,14.0,28.0,95,2,2.0,,43.80,,72.0,18,28,,,102,12.90,70.5
5,22,2010, 20,59,HST, 71.0,93,15.0,29.0,93,2,0.0,,43.81,,70.0,31,29,,,104,12.90,68.9
5,22,2010, 21,59,HST, 73.0,92,16.0,30.0,94,2,0.0,,43.81,,71.0,22,30,,,82,12.90,70.5
5,22,2010, 22,59,HST, 72.0,96,18.0,30.0,104,2,0.0,,43.81,,70.0,21,30,,,90,12.90,70.8
5,22,2010, 23,59,HST, 70.0,99,17.0,34.0,102,2,0.0,,43.82,,71.0,37,34,,,120,12.90,69.7
5,23,2010, 0,59,HST, 72.0,95,18.0,34.0,105,2,0.0,,43.82,,70.0,32,34,,,107,12.80,70.5
5,23,2010, 1,59,HST, 70.0,97,20.0,46.0,105,2,0.0,,43.82,,71.0,39,46,,,107,12.80,69.1
5,23,2010, 2,59,HST, 72.0,92,20.0,33.0,109,2,0.0,,43.82,,69.0,29,33,,,104,12.80,69.5
5,23,2010, 3,59,HST, 71.0,100,16.0,34.0,89,2,0.0,,43.85,,71.0,48,34,,,97,12.80,71.0
5,23,2010, 4,59,HST, 69.0,100,14.0,30.0,99,2,0.0,,43.87,,71.0,54,30,,,118,12.80,69.0
5,23,2010, 5,59,HST, 68.0,100,13.0,30.0,109,2,0.0,,44.00,,70.0,52,30,,,89,12.80,68.0
5,23,2010, 6,59,HST, 68.0,100,11.0,35.0,104,2,18.0,,44.09,,70.0,53,35,,,93,12.80,68.0
5,23,2010, 7,59,HST, 70.0,100,9.0,33.0,105,2,82.0,,44.09,,72.0,55,33,,,93,12.80,70.0
5,23,2010, 8,59,HST, 73.0,81,20.0,29.0,93,2,218.0,,44.10,,73.0,51,29,,,102,13.10,66.8
5,23,2010, 9,59,HST, 75.0,79,19.0,34.0,94,2,398.0,,44.10,,79.0,30,34,,,87,13.20,68.0
5,23,2010, 10,59,HST, 75.0,81,18.0,35.0,94,2,323.0,,44.10,,79.0,25,35,,,100,13.20,68.8
5,23,2010, 11,59,HST, 76.0,71,17.0,36.0,90,2,553.0,,44.10,,83.0,22,36,,,102,13.20,65.9
5,23,2010, 12,59,HST, 75.0,72,16.0,32.0,96,2,533.0,,44.10,,85.0,21,32,,,94,13.20,65.3
5,23,2010, 13,59,HST, 76.0,74,17.0,33.0,86,2,546.0,,44.11,,81.0,19,33,81.0,69.0,104,13.20,67.1
5,23,2010, 14,59,HST, 73.0,79,16.0,32.0,84,2,445.0,,44.11,,76.0,18,32,,,92,13.10,66.1
5,23,2010, 15,59,HST, 75.0,76,19.0,34.0,86,2,310.0,,44.11,,79.0,17,34,,,106,13.20,66.9
5,23,2010, 16,59,HST, 75.0,75,16.0,35.0,94,2,264.0,,44.11,,77.0,17,35,,,102,13.20,66.5
5,23,2010, 17,59,HST, 74.0,77,16.0,35.0,85,2,146.0,,44.11,,74.0,17,35,,,54,13.10,66.3
5,23,2010, 18,59,HST, 72.0,81,17.0,32.0,92,2,34.0,,44.11,,74.0,17,32,,,104,13.00,65.8
5,23,2010, 19,59,HST, 73.0,83,17.0,32.0,92,2,0.0,,44.11,,72.0,17,32,,,99,12.90,67.5
5,23,2010, 20,59,HST, 73.0,82,16.0,33.0,96,2,0.0,,44.11,,73.0,17,33,,,113,12.90,67.2
5,23,2010, 21,59,HST, 71.0,80,16.0,32.0,95,2,0.0,,44.11,,72.0,17,32,,,88,12.90,64.5
5,23,2010, 22,59,HST, 73.0,77,17.0,30.0,97,2,0.0,,44.11,,73.0,16,30,,,102,12.90,65.4
5,23,2010, 23,59,HST, 71.0,79,19.0,34.0,104,2,0.0,,44.11,,70.0,16,34,,,104,12.80,64.1
5,24,2010, 0,59,HST, 72.0,79,22.0,36.0,99,2,0.0,,44.11,,70.0,16,36,,,110,12.80,65.1
5,24,2010, 1,59,HST, 72.0,81,15.0,40.0,105,2,0.0,,44.11,,71.0,17,40,,,95,12.80,65.8
5,24,2010, 2,59,HST, 72.0,80,14.0,39.0,107,2,0.0,,44.11,,71.0,17,39,,,101,12.80,65.5
5,24,2010, 3,59,HST, 72.0,79,18.0,30.0,105,2,0.0,,44.11,,69.0,17,30,,,87,12.80,65.1
5,24,2010, 4,59,HST, 72.0,84,20.0,31.0,105,2,0.0,,44.11,,71.0,17,31,,,96,12.80,66.9
5,24,2010, 5,59,HST, 72.0,83,20.0,38.0,106,2,0.0,,44.11,,71.0,17,38,,,116,12.80,66.5
5,24,2010, 6,59,HST, 74.0,76,25.0,41.0,100,2,84.0,,44.12,,75.0,17,41,,,104,12.90,65.9
5,24,2010, 7,59,HST, 76.0,75,22.0,42.0,104,2,266.0,,44.12,,78.0,16,42,,,100,13.20,67.5
5,24,2010, 8,59,HST, 76.0,76,18.0,43.0,105,2,566.0,,44.12,,84.0,16,43,,,99,13.20,67.9
5,24,2010, 9,59,HST, 79.0,67,19.0,41.0,100,2,865.0,,44.12,,88.0,15,41,,,109,13.20,67.1
5,24,2010, 10,59,HST, 77.0,69,19.0,39.0,102,2,831.0,,44.12,,85.0,15,39,,,95,13.20,66.0
5,24,2010, 11,59,HST, 76.0,78,21.0,37.0,98,2,809.0,,44.12,,89.0,15,37,,,93,13.20,68.6
5,24,2010, 12,59,HST, 78.0,73,23.0,37.0,97,2,1161.0,,44.12,,92.0,14,37,,,84,13.20,68.6
5,24,2010, 13,59,HST, 77.0,76,26.0,43.0,104,2,1154.0,,44.12,,91.0,14,43,77.0,68.0,110,13.20,68.8
5,24,2010, 14,59,HST, 73.0,96,20.0,43.0,107,2,874.0,,44.12,,80.0,17,43,,,108,13.20,71.8
5,24,2010, 15,59,HST, 72.0,91,22.0,41.0,107,2,757.0,,44.12,,77.0,17,41,,,99,13.20,69.2
5,24,2010, 16,59,HST, 72.0,97,21.0,42.0,104,2,445.0,,44.15,,74.0,43,42,,,106,13.20,71.1
5,24,2010, 17,59,HST, 73.0,94,22.0,39.0,103,2,356.0,,44.16,,73.0,38,39,,,108,13.10,71.2
5,24,2010, 18,59,HST, 71.0,100,20.0,39.0,105,2,116.0,,44.18,,70.0,45,39,,,109,13.00,71.0
5,24,2010, 19,59,HST, 70.0,100,13.0,39.0,113,2,1.0,,44.18,,70.0,51,39,,,98,13.00,70.0
5,24,2010, 20,59,HST, 71.0,96,13.0,33.0,107,2,0.0,,44.18,,70.0,43,33,,,103,12.90,69.8
5,24,2010, 21,59,HST, 71.0,100,10.0,30.0,111,2,0.0,,44.18,,71.0,50,30,,,109,12.90,71.0
5,24,2010, 22,59,HST, 69.0,100,12.0,25.0,110,2,0.0,,44.23,,69.0,54,25,,,91,12.90,69.0
5,24,2010, 23,59,HST, 69.0,100,16.0,28.0,108,2,0.0,,44.24,,71.0,55,28,,,115,12.90,69.0
5,25,2010, 0,59,HST, 69.0,100,19.0,29.0,106,2,0.0,,44.24,,70.0,55,29,,,98,12.80,69.0
5,25,2010, 1,59,HST, 69.0,100,18.0,34.0,108,2,0.0,,44.25,,70.0,55,34,,,112,12.80,69.0
5,25,2010, 2,59,HST, 71.0,98,17.0,33.0,109,2,0.0,,44.25,,70.0,55,33,,,105,12.80,70.4
5,25,2010, 3,59,HST, 70.0,95,20.0,32.0,107,2,0.0,,44.25,,70.0,55,32,,,117,12.80,68.5
5,25,2010, 4,59,HST, 70.0,90,16.0,35.0,108,2,0.0,,44.25,,68.0,52,35,,,113,12.80,66.9
5,25,2010, 5,59,HST, 72.0,88,14.0,35.0,106,2,1.0,,44.25,,70.0,45,35,,,110,12.80,68.2
5,25,2010, 6,59,HST, 73.0,89,11.0,28.0,96,2,64.0,,44.25,,74.0,34,28,,,105,12.90,69.6
5,25,2010, 7,59,HST, 75.0,85,12.0,28.0,90,2,282.0,,44.25,,79.0,28,28,,,109,13.20,70.2
5,25,2010, 8,59,HST, 73.0,100,10.0,25.0,103,2,302.0,,44.29,,78.0,52,25,,,88,13.20,73.0
5,25,2010, 9,59,HST, 76.0,83,14.0,24.0,103,2,672.0,,44.29,,83.0,28,24,,,108,13.20,70.5
5,25,2010, 10,59,HST, 71.0,100,11.0,26.0,89,2,530.0,,44.31,,75.0,42,26,,,117,13.20,71.0
5,25,2010, 11,59,HST, 70.0,100,14.0,30.0,93,2,428.0,,44.34,,74.0,54,30,,,103,13.20,70.0
5,25,2010, 12,59,HST, 72.0,98,12.0,25.0,87,2,686.0,,44.35,,78.0,47,25,,,82,13.20,71.4
5,25,2010, 13,59,HST, 73.0,99,11.0,26.0,110,2,745.0,,44.38,,83.0,47,26,79.0,69.0,102,13.20,72.7
5,25,2010, 14,59,HST, 73.0,93,11.0,36.0,105,2,573.0,,44.38,,80.0,30,36,,,99,13.20,70.9
5,25,2010, 15,59,HST, 74.0,82,13.0,30.0,107,2,558.0,,44.38,,82.0,25,30,,,95,13.20,68.1
5,25,2010, 16,59,HST, 74.0,81,12.0,27.0,110,2,318.0,,44.39,,82.0,23,27,,,99,13.20,67.8
5,25,2010, 17,59,HST, 73.0,81,13.0,26.0,101,2,241.0,,44.39,,78.0,21,26,,,101,13.10,66.8
5,25,2010, 18,59,HST, 74.0,82,12.0,25.0,101,2,69.0,,44.39,,73.0,20,25,,,113,13.00,68.1
5,25,2010, 19,59,HST, 73.0,83,12.0,26.0,101,2,1.0,,44.39,,73.0,20,26,,,107,13.00,67.5
5,25,2010, 20,59,HST, 71.0,83,12.0,24.0,95,2,0.0,,44.39,,71.0,19,24,,,107,12.90,65.6
5,25,2010, 21,59,HST, 71.0,82,12.0,24.0,95,2,0.0,,44.39,,71.0,19,24,,,94,12.90,65.2
