MON,DAY,YEAR,HR,MIN,TMZN,TMPF,RELH,SKNT,GUST,DRCT,QFLG,PREC,SINT,PEAK,PDIR,VOLT,DWPF
10,30,2013, 2,41,HST, 72.0,78,3.0,6.0,334,2,13.46,,6,7,13.00,64.8
10,30,2013, 3,41,HST, 72.0,78,3.0,6.0,332,2,13.46,,6,346,13.00,64.8
10,30,2013, 4,41,HST, 71.0,80,3.0,6.0,319,2,13.46,,6,341,13.00,64.5
10,30,2013, 5,41,HST, 69.0,81,1.0,4.0,185,2,13.46,,4,318,12.90,62.9
10,30,2013, 6,41,HST, 69.0,82,1.0,5.0,288,2,13.46,,5,327,12.90,63.3
10,30,2013, 7,41,HST, 74.0,84,1.0,2.0,125,2,13.46,,2,315,13.20,68.8
10,30,2013, 8,41,HST, 78.0,80,5.0,7.0,20,2,13.46,,7,57,13.70,71.3
10,30,2013, 9,41,HST, 80.0,75,6.0,10.0,76,2,13.46,,10,51,13.80,71.3
10,30,2013, 10,41,HST, 82.0,71,7.0,15.0,79,2,13.46,,15,85,13.80,71.6
10,30,2013, 11,41,HST, 81.0,67,13.0,16.0,89,2,13.46,,16,91,13.50,69.0
10,30,2013, 12,41,HST, 83.0,69,5.0,16.0,47,2,13.46,,16,90,13.40,71.8
10,30,2013, 13,41,HST, 83.0,64,6.0,11.0,90,2,13.46,,11,88,13.40,69.5
10,30,2013, 14,41,HST, 83.0,63,7.0,11.0,169,2,13.46,,11,185,13.40,69.1
10,30,2013, 15,41,HST, 83.0,61,4.0,11.0,100,2,13.46,,11,231,13.40,68.1
10,30,2013, 16,41,HST, 83.0,61,4.0,13.0,74,2,13.46,,13,99,13.50,68.1
10,30,2013, 17,41,HST, 80.0,64,6.0,10.0,77,2,13.46,,10,82,13.30,66.7
10,30,2013, 18,41,HST, 79.0,66,4.0,9.0,47,2,13.46,,9,80,13.20,66.6
10,30,2013, 19,41,HST, 77.0,68,3.0,7.0,329,2,13.46,,7,16,13.10,65.6
10,30,2013, 20,41,HST, 76.0,70,4.0,6.0,325,2,13.46,,6,333,13.10,65.5
10,30,2013, 21,41,HST, 75.0,73,3.0,7.0,319,2,13.46,,7,320,13.10,65.7
10,30,2013, 22,41,HST, 74.0,75,3.0,7.0,320,2,13.46,,7,325,13.00,65.6
10,30,2013, 23,41,HST, 73.0,77,2.0,7.0,305,2,13.46,,7,326,13.00,65.4
10,31,2013, 0,41,HST, 73.0,78,3.0,6.0,62,2,13.46,,6,50,13.00,65.7
10,31,2013, 1,41,HST, 74.0,80,4.0,7.0,327,2,13.46,,7,332,13.00,67.4
10,31,2013, 2,41,HST, 73.0,80,3.0,8.0,336,2,13.46,,8,330,13.00,66.5
10,31,2013, 3,41,HST, 73.0,81,6.0,9.0,329,2,13.46,,9,344,13.00,66.8
10,31,2013, 4,41,HST, 75.0,82,3.0,7.0,350,2,13.46,,7,345,13.00,69.1
10,31,2013, 5,41,HST, 73.0,82,2.0,6.0,320,2,13.46,,6,353,12.90,67.2
10,31,2013, 6,41,HST, 72.0,83,2.0,5.0,348,2,13.46,,5,342,13.00,66.5
10,31,2013, 7,41,HST, 76.0,84,2.0,5.0,44,2,13.46,,5,39,13.10,70.8
10,31,2013, 8,41,HST, 79.0,81,4.0,6.0,20,2,13.46,,6,8,13.70,72.7
10,31,2013, 9,41,HST, 82.0,77,5.0,8.0,73,2,13.46,,8,54,13.80,74.1
10,31,2013, 10,41,HST, 81.0,72,4.0,10.0,65,2,13.46,,10,88,13.70,71.1
10,31,2013, 11,41,HST, 83.0,68,9.0,17.0,88,2,13.46,,17,83,13.80,71.3
10,31,2013, 12,41,HST, 83.0,67,10.0,17.0,83,2,13.46,,17,89,13.40,70.9
10,31,2013, 13,41,HST, 83.0,65,9.0,15.0,73,2,13.46,,15,84,13.30,70.0
10,31,2013, 14,41,HST, 82.0,65,12.0,18.0,84,2,13.46,,18,81,13.40,69.0
10,31,2013, 15,41,HST, 81.0,65,10.0,18.0,88,2,13.46,,18,86,13.50,68.1
10,31,2013, 16,41,HST, 81.0,67,7.0,12.0,69,2,13.46,,12,61,13.40,69.0
10,31,2013, 17,41,HST, 80.0,66,6.0,12.0,53,2,13.46,,12,94,13.30,67.6
10,31,2013, 18,41,HST, 79.0,67,6.0,13.0,53,2,13.46,,13,36,13.20,67.1
10,31,2013, 19,41,HST, 78.0,69,6.0,12.0,19,2,13.46,,12,57,13.20,67.0
10,31,2013, 20,41,HST, 78.0,70,6.0,10.0,36,2,13.46,,10,44,13.10,67.4
10,31,2013, 21,41,HST, 78.0,71,6.0,11.0,37,2,13.46,,11,41,13.10,67.8
10,31,2013, 22,41,HST, 77.0,72,6.0,11.0,11,2,13.46,,11,44,13.00,67.3
10,31,2013, 23,41,HST, 76.0,74,5.0,9.0,4,2,13.46,,9,0,13.00,67.1
11,1,2013, 0,41,HST, 75.0,75,5.0,8.0,344,2,13.46,,8,28,13.00,66.5
11,1,2013, 1,41,HST, 75.0,76,5.0,8.0,344,2,13.46,,8,19,13.00,66.9
11,1,2013, 2,41,HST, 74.0,77,4.0,9.0,347,2,13.46,,9,15,13.00,66.3
11,1,2013, 3,41,HST, 75.0,77,7.0,11.0,12,2,13.46,,11,6,13.00,67.3
11,1,2013, 4,41,HST, 73.0,77,4.0,11.0,350,2,13.46,,11,13,12.90,65.4
11,1,2013, 5,41,HST, 74.0,77,5.0,12.0,3,2,13.46,,12,25,13.00,66.3
11,1,2013, 6,41,HST, 74.0,77,4.0,8.0,1,2,13.46,,8,346,12.90,66.3
11,1,2013, 7,41,HST, 76.0,77,4.0,9.0,19,2,13.46,,9,16,13.10,68.3
11,1,2013, 8,41,HST, 79.0,76,4.0,9.0,19,2,13.46,,9,8,13.80,70.8
11,1,2013, 9,41,HST, 80.0,71,9.0,14.0,69,2,13.46,,14,89,13.80,69.7
11,1,2013, 10,41,HST, 81.0,66,10.0,15.0,76,2,13.46,,15,85,13.80,68.5
11,1,2013, 11,41,HST, 82.0,63,10.0,16.0,59,2,13.46,,16,29,13.40,68.1
11,1,2013, 12,41,HST, 82.0,62,11.0,19.0,80,2,13.46,,19,81,13.40,67.7
11,1,2013, 13,41,HST, 82.0,63,10.0,19.0,63,2,13.46,,19,67,13.40,68.1
11,1,2013, 14,41,HST, 82.0,64,10.0,18.0,51,2,13.46,,18,61,13.40,68.6
11,1,2013, 15,41,HST, 80.0,68,9.0,18.0,48,2,13.46,,18,63,13.40,68.5
11,1,2013, 16,41,HST, 80.0,70,9.0,15.0,59,2,13.46,,15,57,13.50,69.3
11,1,2013, 17,41,HST, 79.0,72,7.0,14.0,64,2,13.46,,14,67,13.40,69.2
11,1,2013, 18,41,HST, 78.0,74,8.0,13.0,80,2,13.46,,13,87,13.20,69.0
11,1,2013, 19,41,HST, 76.0,76,7.0,12.0,62,2,13.46,,12,43,13.20,67.9
11,1,2013, 20,41,HST, 75.0,79,6.0,12.0,32,2,13.50,,12,94,13.10,68.0
11,1,2013, 21,41,HST, 75.0,82,4.0,10.0,23,2,13.50,,10,39,13.10,69.1
11,1,2013, 22,41,HST, 76.0,82,6.0,12.0,60,2,13.50,,12,58,13.00,70.1
11,1,2013, 23,41,HST, 77.0,79,6.0,15.0,69,2,13.50,,15,84,13.00,70.0
11,2,2013, 0,41,HST, 77.0,77,8.0,15.0,54,2,13.50,,15,57,13.00,69.2
11,2,2013, 1,41,HST, 76.0,76,4.0,10.0,32,2,13.50,,10,48,13.00,67.9
11,2,2013, 2,41,HST, 77.0,76,8.0,13.0,77,2,13.50,,13,90,13.00,68.8
11,2,2013, 3,41,HST, 75.0,75,3.0,10.0,340,2,13.50,,10,66,13.00,66.5
11,2,2013, 4,41,HST, 75.0,76,5.0,11.0,345,2,13.50,,11,329,13.00,66.9
11,2,2013, 5,41,HST, 75.0,77,6.0,10.0,25,2,13.50,,10,18,13.00,67.3
11,2,2013, 6,41,HST, 75.0,79,5.0,11.0,17,2,13.50,,11,22,13.00,68.0
11,2,2013, 7,41,HST, 75.0,79,5.0,8.0,86,2,13.53,,8,15,13.10,68.0
11,2,2013, 8,41,HST, 77.0,80,6.0,11.0,34,2,13.53,,11,61,13.60,70.3
11,2,2013, 9,41,HST, 79.0,79,8.0,16.0,56,2,13.53,,16,88,13.90,71.9
11,2,2013, 10,41,HST, 80.0,75,8.0,15.0,64,2,13.53,,15,63,13.90,71.3
11,2,2013, 11,41,HST, 81.0,71,9.0,19.0,63,2,13.53,,19,89,13.60,70.7
11,2,2013, 12,41,HST, 82.0,66,10.0,16.0,72,2,13.53,,16,82,13.40,69.5
11,2,2013, 13,41,HST, 82.0,62,10.0,17.0,57,2,13.53,,17,89,13.40,67.7
11,2,2013, 14,41,HST, 81.0,61,11.0,18.0,66,2,13.53,,18,69,13.40,66.3
11,2,2013, 15,41,HST, 80.0,60,12.0,19.0,60,2,13.53,,19,47,13.40,64.8
11,2,2013, 16,41,HST, 80.0,62,11.0,19.0,74,2,13.53,,19,60,13.40,65.8
11,2,2013, 17,41,HST, 78.0,64,10.0,18.0,62,2,13.53,,18,89,13.30,64.8
11,2,2013, 18,41,HST, 78.0,66,10.0,16.0,64,2,13.53,,16,86,13.20,65.7
11,2,2013, 19,41,HST, 77.0,67,8.0,14.0,71,2,13.53,,14,53,13.10,65.2
11,2,2013, 20,41,HST, 77.0,66,5.0,12.0,37,2,13.53,,12,43,13.10,64.8
11,2,2013, 21,41,HST, 77.0,69,7.0,12.0,63,2,13.53,,12,40,13.10,66.0
11,2,2013, 22,41,HST, 77.0,70,13.0,19.0,84,2,13.53,,19,94,13.10,66.4
11,2,2013, 23,41,HST, 77.0,69,7.0,16.0,76,2,13.53,,16,83,13.00,66.0
11,3,2013, 0,41,HST, 77.0,69,7.0,14.0,58,2,13.53,,14,54,13.00,66.0
11,3,2013, 1,41,HST, 77.0,70,9.0,17.0,73,2,13.53,,17,49,13.00,66.4
11,3,2013, 2,41,HST, 77.0,71,7.0,14.0,75,2,13.53,,14,68,13.00,66.9
11,3,2013, 3,41,HST, 77.0,71,10.0,15.0,80,2,13.53,,15,78,13.00,66.9
11,3,2013, 4,41,HST, 77.0,72,8.0,14.0,72,2,13.53,,14,87,13.00,67.3
11,3,2013, 5,41,HST, 76.0,72,8.0,14.0,73,2,13.53,,14,76,12.90,66.3
11,3,2013, 6,41,HST, 77.0,72,9.0,15.0,68,2,13.53,,15,59,12.90,67.3
11,3,2013, 7,41,HST, 78.0,71,9.0,17.0,74,2,13.53,,17,90,13.10,67.8
11,3,2013, 8,41,HST, 79.0,69,9.0,15.0,78,2,13.53,,15,77,13.70,67.9
11,3,2013, 9,41,HST, 80.0,66,12.0,25.0,83,2,13.53,,25,97,13.90,67.6
11,3,2013, 10,41,HST, 81.0,65,13.0,20.0,90,2,13.53,,20,87,13.80,68.1
11,3,2013, 11,41,HST, 81.0,62,12.0,19.0,79,2,13.53,,19,84,13.40,66.7
11,3,2013, 12,41,HST, 81.0,60,12.0,20.0,77,2,13.53,,20,86,13.40,65.8
11,3,2013, 13,41,HST, 81.0,59,12.0,18.0,85,2,13.53,,18,54,13.40,65.3
11,3,2013, 14,41,HST, 81.0,60,10.0,20.0,64,2,13.53,,20,83,13.40,65.8
11,3,2013, 15,41,HST, 81.0,60,13.0,22.0,52,2,13.53,,22,58,13.40,65.8
11,3,2013, 16,41,HST, 80.0,59,9.0,20.0,59,2,13.53,,20,63,13.50,64.4
11,3,2013, 17,41,HST, 78.0,61,10.0,17.0,62,2,13.53,,17,43,13.30,63.4
11,3,2013, 18,41,HST, 78.0,63,7.0,17.0,52,2,13.53,,17,75,13.20,64.4
11,3,2013, 19,41,HST, 77.0,65,5.0,10.0,16,2,13.53,,10,45,13.20,64.3
11,3,2013, 20,41,HST, 76.0,67,6.0,10.0,32,2,13.53,,10,34,13.10,64.2
11,3,2013, 21,41,HST, 75.0,70,4.0,10.0,354,2,13.53,,10,23,13.10,64.5
11,3,2013, 22,41,HST, 74.0,71,2.0,8.0,2,2,13.53,,8,22,13.00,64.0
11,3,2013, 23,41,HST, 74.0,73,3.0,5.0,320,2,13.53,,5,333,13.00,64.8
11,4,2013, 0,41,HST, 72.0,74,3.0,5.0,321,2,13.53,,5,334,13.00,63.2
11,4,2013, 1,41,HST, 72.0,76,3.0,5.0,336,2,13.53,,5,10,13.00,64.0
11,4,2013, 2,41,HST, 72.0,77,3.0,5.0,344,2,13.53,,5,318,13.00,64.4
11,4,2013, 3,41,HST, 72.0,78,2.0,6.0,340,2,13.53,,6,326,13.00,64.8
11,4,2013, 4,41,HST, 73.0,78,4.0,9.0,350,2,13.53,,9,352,12.90,65.7
11,4,2013, 5,41,HST, 72.0,79,3.0,6.0,3,2,13.53,,6,21,12.90,65.1
11,4,2013, 6,41,HST, 72.0,79,3.0,6.0,328,2,13.53,,6,348,12.90,65.1
11,4,2013, 7,41,HST, 75.0,79,4.0,9.0,351,2,13.53,,9,17,13.10,68.0
11,4,2013, 8,41,HST, 78.0,76,6.0,11.0,15,2,13.53,,11,339,13.70,69.8
11,4,2013, 9,41,HST, 80.0,73,5.0,15.0,76,2,13.53,,15,19,13.80,70.5
11,4,2013, 10,41,HST, 81.0,68,7.0,13.0,59,2,13.53,,13,41,13.80,69.4
11,4,2013, 11,41,HST, 82.0,65,9.0,15.0,82,2,13.53,,15,93,13.40,69.0
11,4,2013, 12,41,HST, 82.0,62,10.0,15.0,84,2,13.53,,15,62,13.40,67.7
11,4,2013, 13,41,HST, 82.0,59,9.0,15.0,80,2,13.53,,15,92,13.30,66.2
11,4,2013, 14,41,HST, 82.0,58,9.0,14.0,89,2,13.53,,14,89,13.40,65.7
11,4,2013, 15,41,HST, 81.0,60,8.0,18.0,68,2,13.53,,18,87,13.40,65.8
11,4,2013, 16,41,HST, 81.0,61,6.0,14.0,77,2,13.53,,14,66,13.40,66.3
11,4,2013, 17,41,HST, 79.0,63,7.0,15.0,73,2,13.53,,15,51,13.30,65.3
11,4,2013, 18,41,HST, 78.0,66,6.0,12.0,85,2,13.53,,12,42,13.20,65.7
11,4,2013, 19,41,HST, 77.0,68,4.0,11.0,336,2,13.53,,11,71,13.10,65.6
11,4,2013, 20,41,HST, 76.0,70,4.0,8.0,345,2,13.53,,8,340,13.10,65.5
11,4,2013, 21,41,HST, 76.0,71,4.0,8.0,359,2,13.53,,8,321,13.10,65.9
11,4,2013, 22,41,HST, 74.0,73,5.0,8.0,329,2,13.53,,8,316,13.00,64.8
11,4,2013, 23,41,HST, 74.0,74,5.0,8.0,335,2,13.53,,8,336,13.00,65.2
11,5,2013, 0,41,HST, 74.0,75,5.0,8.0,332,2,13.53,,8,341,13.00,65.6
11,5,2013, 1,41,HST, 74.0,76,4.0,7.0,331,2,13.53,,7,333,13.00,65.9
11,5,2013, 2,41,HST, 72.0,76,4.0,7.0,314,2,13.53,,7,332,13.00,64.0
11,5,2013, 3,41,HST, 72.0,77,4.0,6.0,335,2,13.53,,6,358,12.90,64.4
11,5,2013, 4,41,HST, 72.0,78,3.0,6.0,334,2,13.53,,6,343,12.90,64.8
11,5,2013, 5,41,HST, 72.0,79,3.0,7.0,345,2,13.53,,7,350,12.90,65.1
11,5,2013, 6,41,HST, 73.0,79,4.0,6.0,339,2,13.53,,6,26,12.90,66.1
11,5,2013, 7,41,HST, 76.0,79,6.0,9.0,350,2,13.53,,9,349,13.10,69.0
11,5,2013, 8,41,HST, 78.0,76,7.0,12.0,15,2,13.53,,12,19,13.80,69.8
11,5,2013, 9,41,HST, 80.0,73,9.0,13.0,47,2,13.53,,13,75,13.70,70.5
11,5,2013, 10,41,HST, 82.0,70,7.0,13.0,88,2,13.53,,13,63,13.80,71.2
11,5,2013, 11,41,HST, 83.0,67,7.0,12.0,59,2,13.53,,12,95,13.40,70.9
11,5,2013, 12,41,HST, 83.0,65,9.0,15.0,81,2,13.53,,15,100,13.40,70.0
11,5,2013, 13,41,HST, 83.0,64,11.0,14.0,88,2,13.53,,14,85,13.30,69.5
11,5,2013, 14,41,HST, 83.0,63,7.0,15.0,87,2,13.53,,15,90,13.30,69.1
11,5,2013, 15,41,HST, 82.0,62,10.0,17.0,86,2,13.53,,17,95,13.40,67.7
11,5,2013, 16,41,HST, 82.0,64,6.0,17.0,71,2,13.53,,17,94,13.40,68.6
11,5,2013, 17,41,HST, 79.0,67,7.0,11.0,63,2,13.53,,11,60,13.20,67.1
11,5,2013, 18,41,HST, 78.0,70,5.0,10.0,27,2,13.53,,10,49,13.20,67.4
11,5,2013, 19,41,HST, 77.0,71,5.0,8.0,338,2,13.53,,8,50,13.10,66.9
11,5,2013, 20,41,HST, 77.0,73,5.0,10.0,342,2,13.53,,10,310,13.10,67.7
11,5,2013, 21,41,HST, 75.0,74,4.0,7.0,324,2,13.53,,7,5,13.00,66.1
11,5,2013, 22,41,HST, 76.0,75,5.0,8.0,339,2,13.53,,8,352,13.00,67.5
11,5,2013, 23,41,HST, 76.0,76,6.0,10.0,346,2,13.53,,10,32,13.00,67.9
11,6,2013, 0,41,HST, 75.0,78,5.0,9.0,21,2,13.53,,9,351,13.00,67.7
11,6,2013, 1,41,HST, 75.0,79,4.0,10.0,348,2,13.53,,10,26,13.00,68.0
11,6,2013, 2,41,HST, 75.0,79,5.0,9.0,346,2,13.53,,9,28,13.00,68.0
11,6,2013, 3,41,HST, 74.0,79,3.0,7.0,2,2,13.53,,7,18,13.00,67.1
11,6,2013, 4,41,HST, 74.0,80,3.0,7.0,19,2,13.53,,7,31,13.00,67.4
11,6,2013, 5,41,HST, 74.0,80,3.0,7.0,8,2,13.53,,7,23,13.00,67.4
11,6,2013, 6,41,HST, 73.0,81,2.0,6.0,347,2,13.53,,6,7,12.90,66.8
11,6,2013, 7,41,HST, 76.0,81,2.0,5.0,44,2,13.53,,5,21,13.10,69.7
11,6,2013, 8,41,HST, 78.0,80,4.0,7.0,34,2,13.53,,7,37,13.70,71.3
11,6,2013, 9,41,HST, 81.0,76,3.0,5.0,74,2,13.53,,5,36,13.80,72.7
11,6,2013, 10,41,HST, 83.0,71,2.0,6.0,16,2,13.53,,6,50,13.70,72.6
11,6,2013, 11,41,HST, 85.0,65,6.0,11.0,195,2,13.53,,11,235,13.40,71.9
11,6,2013, 12,41,HST, 83.0,62,6.0,15.0,229,2,13.53,,15,231,13.30,68.6
11,6,2013, 13,41,HST, 82.0,61,7.0,14.0,218,2,13.53,,14,220,13.40,67.2
11,6,2013, 14,41,HST, 80.0,64,6.0,14.0,310,2,13.53,,14,215,13.30,66.7
11,6,2013, 15,41,HST, 75.0,72,5.0,12.0,1,2,13.57,,12,341,13.40,65.3
11,6,2013, 16,41,HST, 73.0,78,7.0,11.0,341,2,13.59,,11,332,13.30,65.7
11,6,2013, 17,41,HST, 74.0,82,6.0,11.0,19,2,13.59,,11,28,13.20,68.1
11,6,2013, 18,41,HST, 74.0,83,7.0,13.0,37,2,13.59,,13,22,13.10,68.5
11,6,2013, 19,41,HST, 73.0,84,4.0,9.0,344,2,13.59,,9,50,13.10,67.9
11,6,2013, 20,41,HST, 74.0,84,4.0,7.0,17,2,13.59,,7,338,13.10,68.8
11,6,2013, 21,41,HST, 73.0,84,3.0,5.0,315,2,13.59,,5,358,13.00,67.9
11,6,2013, 22,41,HST, 74.0,84,3.0,6.0,35,2,13.59,,6,21,13.00,68.8
11,6,2013, 23,41,HST, 74.0,84,2.0,6.0,7,2,13.59,,6,25,13.00,68.8
11,7,2013, 0,41,HST, 72.0,84,0.0,5.0,144,2,13.59,,5,326,13.00,66.9
11,7,2013, 1,41,HST, 71.0,86,2.0,4.0,331,2,13.59,,4,4,13.00,66.6
11,7,2013, 2,41,HST, 70.0,86,2.0,5.0,11,2,13.59,,5,30,13.00,65.6
11,7,2013, 3,41,HST, 69.0,87,0.0,5.0,332,2,13.59,,5,47,12.90,65.0
11,7,2013, 4,41,HST, 69.0,88,2.0,4.0,22,2,13.59,,4,32,12.90,65.3
11,7,2013, 5,41,HST, 68.0,88,3.0,5.0,359,2,13.59,,5,358,12.90,64.3
11,7,2013, 6,41,HST, 70.0,89,3.0,6.0,36,2,13.59,,6,49,12.90,66.6
11,7,2013, 7,41,HST, 72.0,89,4.0,6.0,37,2,13.59,,6,47,13.10,68.6
11,7,2013, 8,41,HST, 77.0,87,3.0,6.0,32,2,13.59,,6,29,13.70,72.8
11,7,2013, 9,41,HST, 80.0,84,4.0,5.0,32,2,13.59,,5,32,13.80,74.7
11,7,2013, 10,41,HST, 81.0,80,4.0,5.0,52,2,13.59,,5,35,13.80,74.2
11,7,2013, 11,41,HST, 85.0,75,3.0,10.0,75,2,13.59,,10,155,13.50,76.2
11,7,2013, 12,41,HST, 84.0,67,8.0,14.0,163,2,13.59,,14,138,13.30,71.8
11,7,2013, 13,41,HST, 83.0,64,7.0,16.0,168,2,13.59,,16,149,13.40,69.5
11,7,2013, 14,41,HST, 82.0,65,5.0,14.0,191,2,13.59,,14,169,13.40,69.0
11,7,2013, 15,41,HST, 84.0,66,4.0,11.0,227,2,13.59,,11,241,13.40,71.4
11,7,2013, 16,41,HST, 81.0,66,6.0,11.0,87,2,13.59,,11,228,13.40,68.5
11,7,2013, 17,41,HST, 80.0,69,6.0,10.0,45,2,13.59,,10,54,13.30,68.9
11,7,2013, 18,41,HST, 79.0,71,4.0,7.0,8,2,13.59,,7,51,13.20,68.8
11,7,2013, 19,41,HST, 77.0,73,4.0,9.0,321,2,13.59,,9,348,13.10,67.7
11,7,2013, 20,41,HST, 76.0,74,3.0,7.0,311,2,13.59,,7,320,13.10,67.1
11,7,2013, 21,41,HST, 76.0,75,2.0,5.0,304,2,13.59,,5,309,13.10,67.5
11,7,2013, 22,41,HST, 76.0,77,2.0,4.0,325,2,13.59,,4,315,13.00,68.3
11,7,2013, 23,41,HST, 76.0,78,3.0,4.0,321,2,13.59,,4,330,13.00,68.6
11,8,2013, 0,41,HST, 74.0,79,0.0,4.0,247,2,13.59,,4,325,13.00,67.1
11,8,2013, 1,41,HST, 73.0,80,1.0,3.0,275,2,13.59,,3,307,13.00,66.5
11,8,2013, 2,41,HST, 73.0,82,2.0,4.0,83,2,13.59,,4,116,12.90,67.2
11,8,2013, 3,41,HST, 72.0,84,1.0,3.0,309,2,13.59,,3,286,12.90,66.9
11,8,2013, 4,41,HST, 71.0,85,1.0,2.0,171,2,13.59,,2,282,13.00,66.3
11,8,2013, 5,41,HST, 72.0,87,1.0,4.0,255,2,13.59,,4,332,12.90,67.9
11,8,2013, 6,41,HST, 72.0,88,3.0,5.0,61,2,13.59,,5,41,12.90,68.2
11,8,2013, 7,41,HST, 73.0,88,1.0,5.0,45,2,13.59,,5,96,13.10,69.2
11,8,2013, 8,41,HST, 75.0,88,3.0,4.0,48,2,13.59,,4,44,13.50,71.2
11,8,2013, 9,41,HST, 79.0,86,2.0,4.0,27,2,13.59,,4,32,13.80,74.4
11,8,2013, 10,41,HST, 81.0,82,3.0,5.0,25,2,13.59,,5,18,13.80,75.0
11,8,2013, 11,41,HST, 84.0,77,2.0,5.0,59,2,13.59,,5,352,13.70,76.0
11,8,2013, 12,41,HST, 84.0,72,4.0,9.0,245,2,13.59,,9,168,13.50,74.0
11,8,2013, 13,41,HST, 82.0,69,5.0,10.0,180,2,13.59,,10,321,13.40,70.8
11,8,2013, 14,41,HST, 84.0,69,5.0,10.0,250,2,13.59,,10,235,13.40,72.7
11,8,2013, 15,41,HST, 82.0,67,4.0,10.0,253,2,13.59,,10,210,13.40,69.9
11,8,2013, 16,41,HST, 81.0,68,7.0,11.0,96,2,13.59,,11,81,13.40,69.4
11,8,2013, 17,41,HST, 80.0,69,4.0,11.0,54,2,13.59,,11,88,13.30,68.9
11,8,2013, 18,41,HST, 77.0,71,7.0,12.0,79,2,13.59,,12,86,13.20,66.9
11,8,2013, 19,41,HST, 77.0,77,6.0,10.0,9,2,13.59,,10,23,13.10,69.2
11,8,2013, 20,41,HST, 76.0,78,7.0,11.0,338,2,13.59,,11,343,13.10,68.6
11,8,2013, 21,41,HST, 75.0,80,4.0,11.0,43,2,13.59,,11,48,13.10,68.4
11,8,2013, 22,41,HST, 74.0,82,3.0,9.0,354,2,13.59,,9,23,13.00,68.1
11,8,2013, 23,41,HST, 75.0,83,3.0,9.0,352,2,13.59,,9,13,13.00,69.5
11,9,2013, 0,41,HST, 74.0,84,3.0,7.0,318,2,13.59,,7,356,13.00,68.8
11,9,2013, 1,41,HST, 75.0,84,3.0,6.0,23,2,13.59,,6,351,13.00,69.8
11,9,2013, 2,41,HST, 74.0,84,4.0,8.0,13,2,13.59,,8,16,13.00,68.8
11,9,2013, 3,41,HST, 73.0,85,3.0,7.0,331,2,13.59,,7,12,13.00,68.2
11,9,2013, 4,41,HST, 73.0,85,3.0,7.0,336,2,13.59,,7,43,12.90,68.2
11,9,2013, 5,41,HST, 74.0,85,2.0,8.0,339,2,13.59,,8,4,12.90,69.2
11,9,2013, 6,41,HST, 73.0,85,3.0,8.0,351,2,13.59,,8,357,12.90,68.2
11,9,2013, 7,41,HST, 74.0,85,6.0,11.0,346,2,13.59,,11,356,13.10,69.2
11,9,2013, 8,41,HST, 76.0,85,7.0,11.0,13,2,13.59,,11,23,13.80,71.2
11,9,2013, 9,41,HST, 78.0,83,7.0,11.0,55,2,13.59,,11,60,13.80,72.4
11,9,2013, 10,41,HST, 76.0,81,4.0,11.0,75,2,13.62,,11,41,13.90,69.7
11,9,2013, 11,41,HST, 79.0,82,6.0,10.0,41,2,13.62,,10,44,13.90,73.0
11,9,2013, 12,41,HST, 79.0,82,6.0,16.0,40,2,13.66,,16,48,13.50,73.0
11,9,2013, 13,41,HST, 77.0,80,8.0,14.0,26,2,13.66,,14,51,13.50,70.3
11,9,2013, 14,41,HST, 77.0,80,8.0,13.0,35,2,13.66,,13,19,13.50,70.3
11,9,2013, 15,41,HST, 74.0,83,5.0,13.0,21,2,13.73,,13,39,13.60,68.5
11,9,2013, 16,41,HST, 76.0,85,6.0,9.0,36,2,13.74,,9,32,13.60,71.2
11,9,2013, 17,41,HST, 75.0,86,5.0,10.0,74,2,13.74,,10,24,13.40,70.5
11,9,2013, 18,41,HST, 74.0,87,5.0,8.0,31,2,13.74,,8,58,13.30,69.9
11,9,2013, 19,41,HST, 73.0,87,5.0,9.0,346,2,13.74,,9,29,13.20,68.9
11,9,2013, 20,41,HST, 71.0,88,6.0,14.0,338,2,13.79,,14,16,13.20,67.3
11,9,2013, 21,41,HST, 72.0,89,6.0,12.0,12,2,13.79,,12,2,13.10,68.6
11,9,2013, 22,41,HST, 72.0,89,5.0,11.0,346,2,13.79,,11,23,13.10,68.6
11,9,2013, 23,41,HST, 72.0,89,7.0,11.0,59,2,13.84,,11,32,13.10,68.6
11,10,2013, 0,41,HST, 71.0,91,5.0,10.0,55,2,13.88,,10,58,13.00,68.2
11,10,2013, 1,41,HST, 71.0,91,5.0,9.0,4,2,13.89,,9,16,13.00,68.2
11,10,2013, 2,41,HST, 71.0,91,5.0,11.0,339,2,13.89,,11,0,13.00,68.2
11,10,2013, 3,41,HST, 71.0,90,6.0,11.0,26,2,13.89,,11,43,13.00,67.9
11,10,2013, 4,41,HST, 71.0,90,6.0,10.0,340,2,13.89,,10,2,13.00,67.9
11,10,2013, 5,41,HST, 71.0,90,7.0,15.0,29,2,13.90,,15,19,13.00,67.9
11,10,2013, 6,41,HST, 71.0,89,6.0,10.0,23,2,13.90,,10,39,13.00,67.6
11,10,2013, 7,41,HST, 72.0,88,7.0,14.0,21,2,13.90,,14,16,13.00,68.2
11,10,2013, 8,41,HST, 73.0,86,7.0,15.0,45,2,13.90,,15,28,13.40,68.6
11,10,2013, 9,41,HST, 76.0,83,10.0,15.0,47,2,13.90,,15,40,14.00,70.5
