MON,DAY,YEAR,HR,MIN,TMZN,TMPF,RELH,SKNT,GUST,DRCT,QFLG,PMSL,VSBY,TLRW,PLDR,PLSP,WPER,WHGT,PSWD,PSWP,PSWH,SSWD,SSWP,TIDN,DWPF
6,15,2012, 0,55,HST, ,,,,,9,,,77.4,,,10,2.30,300,11,1.64,,,,
6,15,2012, 1,25,HST, ,,,,,9,,,77.4,,,10,2.30,300,11,1.64,,,,
6,15,2012, 1,55,HST, ,,,,,9,,,77.2,,,11,2.30,300,11,1.64,,,,
6,15,2012, 2,25,HST, ,,,,,9,,,77.2,,,10,2.30,300,11,1.64,,,,
6,15,2012, 2,55,HST, ,,,,,9,,,77.2,,,11,2.30,310,11,1.64,,,,
6,15,2012, 3,25,HST, ,,,,,9,,,77.2,,,10,2.62,310,11,1.64,,,,
6,15,2012, 3,55,HST, ,,,,,9,,,77.0,,,10,2.30,300,11,1.64,,,,
6,15,2012, 4,25,HST, ,,,,,9,,,77.0,,,10,2.30,310,11,1.64,,,,
6,15,2012, 4,55,HST, ,,,,,9,,,77.0,,,10,2.30,300,11,1.64,,,,
6,15,2012, 5,25,HST, ,,,,,9,,,77.0,,,8,2.30,280,11,1.64,,,,
6,15,2012, 5,55,HST, ,,,,,9,,,77.0,,,10,2.30,310,11,1.64,,,,
6,15,2012, 6,25,HST, ,,,,,9,,,77.2,,,10,1.97,300,11,1.64,,,,
6,15,2012, 6,55,HST, ,,,,,9,,,77.2,,,11,1.97,310,11,1.64,,,,
6,15,2012, 7,25,HST, ,,,,,9,,,77.4,,,10,2.30,300,11,1.64,,,,
6,15,2012, 7,55,HST, ,,,,,9,,,77.2,,,8,2.30,310,11,1.64,,,,
6,15,2012, 8,25,HST, ,,,,,9,,,77.2,,,11,2.62,310,11,1.64,,,,
6,15,2012, 8,55,HST, ,,,,,9,,,77.4,,,10,2.62,300,11,1.64,,,,
6,15,2012, 9,25,HST, ,,,,,9,,,77.4,,,8,2.62,300,11,1.64,,,,
6,15,2012, 9,55,HST, ,,,,,9,,,77.4,,,11,2.30,310,11,1.64,,,,
6,15,2012, 10,25,HST, ,,,,,9,,,77.2,,,10,2.30,320,11,1.64,,,,
6,15,2012, 10,55,HST, ,,,,,9,,,77.6,,,10,2.62,290,11,1.64,,,,
6,15,2012, 11,25,HST, ,,,,,9,,,77.6,,,11,2.62,300,11,1.64,,,,
6,15,2012, 11,55,HST, ,,,,,9,,,77.6,,,10,2.62,,,,,,,
6,15,2012, 12,25,HST, ,,,,,9,,,77.6,,,10,2.62,270,11,1.64,,,,
6,15,2012, 12,55,HST, ,,,,,9,,,77.6,,,10,2.30,320,11,1.64,,,,
6,15,2012, 13,25,HST, ,,,,,9,,,77.4,,,11,2.30,320,11,1.64,,,,
6,15,2012, 13,55,HST, ,,,,,9,,,77.4,,,9,2.62,320,11,1.64,,,,
6,15,2012, 14,25,HST, ,,,,,9,,,77.4,,,11,2.30,310,11,1.64,,,,
6,15,2012, 14,55,HST, ,,,,,9,,,77.7,,,9,2.62,290,12,1.64,,,,
6,15,2012, 15,25,HST, ,,,,,9,,,77.7,,,10,2.62,320,12,1.64,,,,
6,15,2012, 15,55,HST, ,,,,,9,,,77.9,,,11,2.30,300,11,1.64,,,,
6,15,2012, 16,25,HST, ,,,,,9,,,77.7,,,11,2.62,300,11,1.64,,,,
6,15,2012, 16,55,HST, ,,,,,9,,,77.7,,,9,2.62,310,11,1.64,,,,
6,15,2012, 17,25,HST, ,,,,,9,,,77.6,,,10,2.30,310,12,1.64,,,,
6,15,2012, 17,55,HST, ,,,,,9,,,77.6,,,10,2.30,300,11,1.64,,,,
6,15,2012, 18,25,HST, ,,,,,9,,,77.6,,,12,2.30,310,12,1.64,,,,
6,15,2012, 18,55,HST, ,,,,,9,,,77.6,,,11,2.30,320,11,1.64,,,,
6,15,2012, 19,25,HST, ,,,,,9,,,77.4,,,11,2.30,310,11,1.64,,,,
6,15,2012, 19,55,HST, ,,,,,9,,,77.6,,,10,1.97,320,11,1.64,,,,
6,15,2012, 20,25,HST, ,,,,,9,,,77.6,,,11,1.97,310,11,1.64,,,,
6,15,2012, 20,55,HST, ,,,,,9,,,77.6,,,11,2.30,310,11,1.64,,,,
6,15,2012, 21,25,HST, ,,,,,9,,,77.6,,,11,2.30,320,11,1.64,,,,
6,15,2012, 21,55,HST, ,,,,,9,,,77.6,,,11,2.30,310,11,1.64,,,,
6,15,2012, 22,25,HST, ,,,,,9,,,77.7,,,11,2.62,310,11,1.64,,,,
6,15,2012, 22,55,HST, ,,,,,9,,,77.6,,,11,2.95,320,11,1.64,,,,
6,15,2012, 23,25,HST, ,,,,,9,,,77.6,,,11,2.62,320,11,1.64,,,,
6,15,2012, 23,55,HST, ,,,,,9,,,77.6,,,11,2.95,310,11,1.64,,,,
6,16,2012, 0,25,HST, ,,,,,9,,,77.6,,,11,2.62,320,11,1.64,,,,
6,16,2012, 0,55,HST, ,,,,,9,,,77.6,,,10,2.62,320,11,1.64,,,,
6,16,2012, 1,25,HST, ,,,,,9,,,77.4,,,11,2.62,320,11,1.64,,,,
6,16,2012, 1,55,HST, ,,,,,9,,,77.4,,,10,2.95,320,11,1.64,,,,
6,16,2012, 2,25,HST, ,,,,,9,,,77.4,,,11,2.95,320,11,1.64,,,,
6,16,2012, 2,55,HST, ,,,,,9,,,77.2,,,10,2.95,320,11,1.64,,,,
6,16,2012, 3,55,HST, ,,,,,9,,,77.2,,,11,3.28,320,11,1.64,,,,
6,16,2012, 4,25,HST, ,,,,,9,,,77.2,,,10,2.95,320,11,1.64,,,,
6,16,2012, 4,55,HST, ,,,,,9,,,77.2,,,10,3.61,320,11,1.64,,,,
6,16,2012, 5,25,HST, ,,,,,9,,,77.2,,,10,3.61,320,11,1.64,,,,
6,16,2012, 5,55,HST, ,,,,,9,,,77.2,,,9,3.28,330,11,1.64,,,,
6,16,2012, 6,25,HST, ,,,,,9,,,77.2,,,11,2.95,320,11,1.64,,,,
6,16,2012, 6,55,HST, ,,,,,9,,,77.2,,,10,3.28,310,11,1.64,,,,
6,16,2012, 7,25,HST, ,,,,,9,,,77.2,,,11,2.95,320,11,1.64,,,,
6,16,2012, 7,55,HST, ,,,,,9,,,77.2,,,10,2.95,320,11,1.64,,,,
6,16,2012, 8,25,HST, ,,,,,9,,,77.2,,,11,3.28,320,11,1.64,,,,
6,16,2012, 8,55,HST, ,,,,,9,,,77.4,,,11,3.28,320,11,1.64,,,,
6,16,2012, 9,25,HST, ,,,,,9,,,77.2,,,9,3.28,310,11,1.64,,,,
6,16,2012, 9,55,HST, ,,,,,9,,,77.2,,,10,3.61,330,11,1.64,,,,
6,16,2012, 10,25,HST, ,,,,,9,,,77.2,,,10,3.61,320,11,1.64,,,,
6,16,2012, 10,55,HST, ,,,,,9,,,77.2,,,9,3.28,310,11,1.64,,,,
6,16,2012, 11,25,HST, ,,,,,9,,,77.2,,,10,3.28,290,15,1.64,,,,
6,16,2012, 11,55,HST, ,,,,,9,,,77.2,,,11,3.28,310,11,1.64,,,,
6,16,2012, 12,25,HST, ,,,,,9,,,77.2,,,10,3.28,310,11,1.64,,,,
6,16,2012, 12,55,HST, ,,,,,9,,,77.2,,,10,3.61,300,11,1.64,,,,
6,16,2012, 13,25,HST, ,,,,,9,,,77.4,,,10,3.28,320,11,1.64,,,,
6,16,2012, 13,55,HST, ,,,,,9,,,77.4,,,15,3.28,300,15,1.64,,,,
6,16,2012, 14,25,HST, ,,,,,9,,,77.4,,,10,3.61,300,15,1.64,,,,
6,16,2012, 14,55,HST, ,,,,,9,,,77.4,,,15,3.61,310,15,1.64,,,,
6,16,2012, 15,25,HST, ,,,,,9,,,77.4,,,10,3.61,310,14,1.64,,,,
6,16,2012, 15,55,HST, ,,,,,9,,,77.4,,,10,3.61,310,14,1.64,,,,
6,16,2012, 16,25,HST, ,,,,,9,,,77.4,,,10,3.61,310,14,1.64,,,,
6,16,2012, 16,55,HST, ,,,,,9,,,77.4,,,14,3.61,310,14,1.64,,,,
6,16,2012, 17,25,HST, ,,,,,9,,,77.2,,,10,3.61,330,14,1.64,,,,
6,16,2012, 17,55,HST, ,,,,,9,,,77.2,,,10,3.61,300,15,1.64,,,,
6,16,2012, 18,25,HST, ,,,,,9,,,77.2,,,14,3.61,310,14,1.64,,,,
6,16,2012, 18,55,HST, ,,,,,9,,,77.2,,,14,3.61,300,14,1.64,,,,
6,16,2012, 19,25,HST, ,,,,,9,,,77.0,,,14,3.94,310,14,1.64,,,,
6,16,2012, 19,55,HST, ,,,,,9,,,77.0,,,14,3.61,310,14,1.64,,,,
6,16,2012, 20,25,HST, ,,,,,9,,,77.0,,,14,3.94,310,14,1.64,,,,
6,16,2012, 20,55,HST, ,,,,,9,,,77.0,,,14,3.94,310,14,1.64,,,,
6,16,2012, 21,25,HST, ,,,,,9,,,77.0,,,14,3.94,300,14,1.64,,,,
6,16,2012, 21,55,HST, ,,,,,9,,,77.0,,,14,3.94,310,14,1.64,,,,
6,16,2012, 22,25,HST, ,,,,,9,,,77.0,,,14,4.92,310,14,3.28,,,,
6,16,2012, 22,55,HST, ,,,,,9,,,76.8,,,14,5.25,310,14,3.28,,,,
6,16,2012, 23,25,HST, ,,,,,9,,,77.0,,,13,5.25,310,13,3.28,,,,
6,16,2012, 23,55,HST, ,,,,,9,,,76.8,,,13,5.25,310,13,3.28,,,,
6,17,2012, 0,25,HST, ,,,,,9,,,76.8,,,13,5.58,320,13,3.28,,,,
6,17,2012, 0,55,HST, ,,,,,9,,,76.8,,,13,5.25,320,13,1.64,,,,
6,17,2012, 1,25,HST, ,,,,,9,,,76.8,,,13,5.25,310,13,3.28,,,,
6,17,2012, 1,55,HST, ,,,,,9,,,76.8,,,13,5.25,320,13,3.28,,,,
6,17,2012, 2,25,HST, ,,,,,9,,,76.8,,,13,4.92,320,13,3.28,,,,
6,17,2012, 2,55,HST, ,,,,,9,,,76.7,,,13,5.58,310,13,3.28,,,,
6,17,2012, 3,25,HST, ,,,,,9,,,76.7,,,13,5.91,320,13,3.28,,,,
6,17,2012, 3,55,HST, ,,,,,9,,,76.7,,,13,5.58,310,13,3.28,,,,
6,17,2012, 4,25,HST, ,,,,,9,,,76.7,,,13,5.25,310,13,3.28,,,,
6,17,2012, 4,55,HST, ,,,,,9,,,76.7,,,13,4.92,320,13,3.28,,,,
6,17,2012, 5,25,HST, ,,,,,9,,,76.7,,,13,5.58,310,13,3.28,,,,
6,17,2012, 5,55,HST, ,,,,,9,,,76.7,,,13,5.25,310,13,3.28,,,,
6,17,2012, 6,25,HST, ,,,,,9,,,76.7,,,13,4.92,320,13,1.64,,,,
6,17,2012, 6,55,HST, ,,,,,9,,,76.7,,,13,4.92,310,13,3.28,,,,
6,17,2012, 7,25,HST, ,,,,,9,,,76.7,,,12,5.25,310,12,3.28,,,,
6,17,2012, 7,55,HST, ,,,,,9,,,76.7,,,13,4.59,320,13,3.28,,,,
6,17,2012, 8,25,HST, ,,,,,9,,,76.7,,,13,4.59,310,13,3.28,,,,
6,17,2012, 8,55,HST, ,,,,,9,,,76.7,,,11,4.92,320,11,1.64,,,,
6,17,2012, 9,25,HST, ,,,,,9,,,76.8,,,13,5.25,310,13,3.28,,,,
6,17,2012, 9,55,HST, ,,,,,9,,,76.8,,,13,4.92,320,13,1.64,,,,
6,17,2012, 10,25,HST, ,,,,,9,,,76.8,,,13,4.92,320,13,3.28,,,,
6,17,2012, 10,55,HST, ,,,,,9,,,76.8,,,11,4.92,320,11,1.64,,,,
6,17,2012, 11,25,HST, ,,,,,9,,,76.8,,,12,4.92,320,12,3.28,,,,
6,17,2012, 11,55,HST, ,,,,,9,,,76.8,,,12,4.92,320,12,3.28,,,,
6,17,2012, 12,25,HST, ,,,,,9,,,76.8,,,12,4.92,320,12,3.28,,,,
6,17,2012, 12,55,HST, ,,,,,9,,,76.8,,,13,5.25,310,13,3.28,,,,
6,17,2012, 13,25,HST, ,,,,,9,,,77.0,,,11,5.25,310,11,3.28,,,,
6,17,2012, 13,55,HST, ,,,,,9,,,76.8,,,12,5.25,310,12,3.28,,,,
6,17,2012, 14,25,HST, ,,,,,9,,,76.8,,,12,5.25,300,12,3.28,,,,
6,17,2012, 14,55,HST, ,,,,,9,,,76.8,,,11,5.58,310,11,3.28,,,,
6,17,2012, 15,25,HST, ,,,,,9,,,76.8,,,11,5.25,320,11,1.64,,,,
6,17,2012, 15,55,HST, ,,,,,9,,,76.7,,,12,4.92,330,12,1.64,,,,
6,17,2012, 16,55,HST, ,,,,,9,,,76.7,,,12,5.25,320,12,3.28,,,,
6,17,2012, 17,25,HST, ,,,,,9,,,76.7,,,12,4.92,320,12,1.64,,,,
6,17,2012, 17,55,HST, ,,,,,9,,,76.5,,,12,4.92,320,12,3.28,,,,
6,17,2012, 18,25,HST, ,,,,,9,,,76.5,,,12,5.25,330,12,1.64,,,,
6,17,2012, 18,55,HST, ,,,,,9,,,76.5,,,11,4.92,320,11,1.64,,,,
6,17,2012, 19,25,HST, ,,,,,9,,,76.5,,,11,5.25,320,11,1.64,,,,
6,17,2012, 19,55,HST, ,,,,,9,,,76.3,,,11,5.25,330,11,1.64,,,,
6,17,2012, 20,25,HST, ,,,,,9,,,76.3,,,11,4.92,330,11,1.64,,,,
6,17,2012, 20,55,HST, ,,,,,9,,,76.3,,,11,5.25,320,11,1.64,,,,
6,17,2012, 21,25,HST, ,,,,,9,,,76.3,,,7,4.59,320,12,1.64,,,,
6,17,2012, 21,55,HST, ,,,,,9,,,76.3,,,12,4.59,320,12,1.64,,,,
6,17,2012, 22,25,HST, ,,,,,9,,,76.3,,,8,4.59,330,12,1.64,,,,
6,17,2012, 22,55,HST, ,,,,,9,,,76.3,,,8,4.92,330,12,1.64,,,,
6,17,2012, 23,25,HST, ,,,,,9,,,76.3,,,8,5.58,330,12,1.64,,,,
6,17,2012, 23,55,HST, ,,,,,9,,,76.3,,,8,5.58,320,11,1.64,,,,
6,18,2012, 0,25,HST, ,,,,,9,,,76.3,,,8,5.91,320,12,1.64,,,,
6,18,2012, 0,55,HST, ,,,,,9,,,76.3,,,8,5.91,330,12,1.64,,,,
6,18,2012, 1,25,HST, ,,,,,9,,,76.3,,,7,5.58,330,12,1.64,,,,
6,18,2012, 1,55,HST, ,,,,,9,,,76.3,,,12,5.58,320,12,1.64,,,,
6,18,2012, 2,25,HST, ,,,,,9,,,76.1,,,8,5.58,320,12,1.64,,,,
6,18,2012, 2,55,HST, ,,,,,9,,,76.1,,,11,5.58,330,11,1.64,,,,
6,18,2012, 3,25,HST, ,,,,,9,,,76.1,,,11,5.25,340,11,1.64,,,,
6,18,2012, 3,55,HST, ,,,,,9,,,75.9,,,11,5.25,320,11,1.64,,,,
6,18,2012, 4,25,HST, ,,,,,9,,,75.9,,,11,5.25,330,11,1.64,,,,
6,18,2012, 4,55,HST, ,,,,,9,,,75.8,,,8,4.92,340,12,1.64,,,,
6,18,2012, 5,25,HST, ,,,,,9,,,75.8,,,8,5.25,330,11,1.64,,,,
6,18,2012, 5,55,HST, ,,,,,9,,,75.8,,,12,5.25,330,12,1.64,,,,
6,18,2012, 6,25,HST, ,,,,,9,,,75.8,,,11,5.25,310,11,1.64,,,,
6,18,2012, 6,55,HST, ,,,,,9,,,75.8,,,6,5.25,310,12,1.64,,,,
6,18,2012, 7,25,HST, ,,,,,9,,,75.8,,,8,5.58,330,11,1.64,,,,
6,18,2012, 7,55,HST, ,,,,,9,,,75.8,,,8,5.91,340,12,1.64,,,,
6,18,2012, 8,25,HST, ,,,,,9,,,75.8,,,8,5.91,330,11,1.64,,,,
6,18,2012, 8,55,HST, ,,,,,9,,,75.8,,,8,6.23,330,11,1.64,,,,
6,18,2012, 9,25,HST, ,,,,,9,,,75.9,,,8,5.91,320,11,1.64,,,,
6,18,2012, 9,55,HST, ,,,,,9,,,76.1,,,8,6.23,320,11,1.64,,,,
6,18,2012, 10,25,HST, ,,,,,9,,,76.1,,,8,6.23,330,12,1.64,,,,
6,18,2012, 10,55,HST, ,,,,,9,,,76.1,,,7,6.56,350,11,1.64,,,,
6,18,2012, 11,25,HST, ,,,,,9,,,76.1,,,8,6.56,320,11,1.64,,,,
6,18,2012, 11,55,HST, ,,,,,9,,,76.1,,,7,6.56,340,11,1.64,,,,
6,18,2012, 12,25,HST, ,,,,,9,,,76.3,,,8,6.23,350,11,1.64,,,,
6,18,2012, 12,55,HST, ,,,,,9,,,76.3,,,8,6.89,340,12,1.64,,,,
6,18,2012, 13,25,HST, ,,,,,9,,,76.3,,,8,6.56,330,11,1.64,,,,
6,18,2012, 13,55,HST, ,,,,,9,,,76.3,,,8,6.89,320,11,1.64,,,,
6,18,2012, 14,25,HST, ,,,,,9,,,76.3,,,8,6.23,320,11,1.64,,,,
6,18,2012, 14,55,HST, ,,,,,9,,,76.3,,,8,6.56,340,11,1.64,,,,
6,18,2012, 15,25,HST, ,,,,,9,,,76.1,,,8,6.23,330,11,1.64,,,,
6,18,2012, 15,55,HST, ,,,,,9,,,76.1,,,8,6.23,340,11,1.64,,,,
6,18,2012, 16,25,HST, ,,,,,9,,,76.1,,,8,5.91,320,11,1.64,,,,
6,18,2012, 16,55,HST, ,,,,,9,,,76.1,,,8,6.23,350,11,1.64,,,,
6,18,2012, 17,25,HST, ,,,,,9,,,76.1,,,11,6.23,340,11,1.64,,,,
6,18,2012, 18,25,HST, ,,,,,9,,,75.9,,,8,5.91,340,11,1.64,,,,
6,18,2012, 18,55,HST, ,,,,,9,,,75.8,,,7,6.23,340,11,1.64,,,,
6,18,2012, 19,25,HST, ,,,,,9,,,75.8,,,8,5.91,350,11,1.64,,,,
6,18,2012, 19,55,HST, ,,,,,9,,,75.8,,,8,6.23,330,11,1.64,,,,
6,18,2012, 20,25,HST, ,,,,,9,,,75.8,,,8,6.23,0,11,1.64,,,,
6,18,2012, 20,55,HST, ,,,,,9,,,75.8,,,8,6.23,360,11,1.64,,,,
6,18,2012, 21,25,HST, ,,,,,9,,,75.8,,,8,6.23,350,11,1.64,,,,
6,18,2012, 21,55,HST, ,,,,,9,,,75.8,,,7,5.91,350,11,1.64,,,,
6,18,2012, 22,25,HST, ,,,,,9,,,75.8,,,7,5.58,350,11,1.64,,,,
6,18,2012, 22,55,HST, ,,,,,9,,,75.8,,,8,5.91,360,11,1.64,,,,
6,18,2012, 23,25,HST, ,,,,,9,,,75.8,,,7,5.58,20,11,1.64,,,,
6,18,2012, 23,55,HST, ,,,,,9,,,75.8,,,9,5.58,350,11,1.64,,,,
6,19,2012, 0,25,HST, ,,,,,9,,,75.8,,,7,5.58,330,11,1.64,,,,
6,19,2012, 0,55,HST, ,,,,,9,,,75.8,,,6,5.91,0,11,1.64,,,,
6,19,2012, 1,25,HST, ,,,,,9,,,75.8,,,6,5.91,360,11,1.64,,,,
6,19,2012, 1,55,HST, ,,,,,9,,,75.8,,,7,5.58,330,11,1.64,,,,
6,19,2012, 2,25,HST, ,,,,,9,,,75.8,,,7,5.91,20,11,1.64,,,,
6,19,2012, 2,55,HST, ,,,,,9,,,75.6,,,8,5.91,360,11,1.64,,,,
6,19,2012, 3,25,HST, ,,,,,9,,,75.8,,,7,5.91,340,11,1.64,,,,
6,19,2012, 3,55,HST, ,,,,,9,,,75.8,,,7,5.91,0,11,1.64,,,,
6,19,2012, 4,25,HST, ,,,,,9,,,75.8,,,7,5.58,20,11,1.64,,,,
6,19,2012, 4,55,HST, ,,,,,9,,,75.8,,,7,5.58,10,11,1.64,,,,
6,19,2012, 5,25,HST, ,,,,,9,,,75.8,,,7,5.58,10,11,1.64,,,,
6,19,2012, 5,55,HST, ,,,,,9,,,75.8,,,6,5.58,20,11,1.64,,,,
6,19,2012, 6,25,HST, ,,,,,9,,,75.8,,,8,5.91,10,11,1.64,,,,
6,19,2012, 6,55,HST, ,,,,,9,,,75.8,,,8,5.58,10,11,1.64,,,,
6,19,2012, 7,25,HST, ,,,,,9,,,75.8,,,9,5.58,20,11,1.64,,,,
6,19,2012, 7,55,HST, ,,,,,9,,,75.8,,,8,5.58,10,11,1.64,,,,
6,19,2012, 8,25,HST, ,,,,,9,,,75.8,,,8,5.91,40,11,1.64,,,,
6,19,2012, 8,55,HST, ,,,,,9,,,75.8,,,9,5.58,30,11,1.64,,,,
6,19,2012, 9,25,HST, ,,,,,9,,,75.8,,,9,5.91,40,11,1.64,,,,
6,19,2012, 9,55,HST, ,,,,,9,,,75.8,,,8,5.58,30,11,1.64,,,,
6,19,2012, 10,25,HST, ,,,,,9,,,75.6,,,9,5.25,40,11,1.64,,,,
6,19,2012, 10,55,HST, ,,,,,9,,,75.8,,,7,4.92,30,11,1.64,,,,
6,19,2012, 11,25,HST, ,,,,,9,,,75.9,,,9,5.91,50,11,1.64,,,,
6,19,2012, 11,55,HST, ,,,,,9,,,75.9,,,10,6.23,40,11,1.64,,,,
6,19,2012, 12,25,HST, ,,,,,9,,,76.1,,,10,7.22,50,11,1.64,,,,
6,19,2012, 12,55,HST, ,,,,,9,,,76.1,,,10,6.23,50,11,1.64,,,,
6,19,2012, 13,25,HST, ,,,,,9,,,76.3,,,10,6.89,40,11,1.64,,,,
6,19,2012, 13,55,HST, ,,,,,9,,,76.3,,,10,6.56,50,11,1.64,,,,
6,19,2012, 14,25,HST, ,,,,,9,,,76.3,,,10,5.91,50,11,1.64,,,,
6,19,2012, 14,55,HST, ,,,,,9,,,76.3,,,9,5.58,50,11,1.64,,,,
6,19,2012, 15,25,HST, ,,,,,9,,,76.3,,,10,5.58,50,11,1.64,,,,
6,19,2012, 15,55,HST, ,,,,,9,,,76.1,,,7,5.25,40,11,1.64,,,,
6,19,2012, 16,55,HST, ,,,,,9,,,76.1,,,9,4.92,60,11,1.64,,,,
6,19,2012, 17,25,HST, ,,,,,9,,,76.1,,,7,5.25,40,11,1.64,,,,
6,19,2012, 17,55,HST, ,,,,,9,,,76.1,,,7,4.92,50,11,1.64,,,,
6,19,2012, 18,25,HST, ,,,,,9,,,76.1,,,10,5.25,50,11,1.64,,,,
6,19,2012, 18,55,HST, ,,,,,9,,,75.9,,,10,5.25,50,11,1.64,,,,
6,19,2012, 19,25,HST, ,,,,,9,,,75.9,,,6,4.92,40,11,1.64,,,,
6,19,2012, 19,55,HST, ,,,,,9,,,75.9,,,11,5.58,40,11,1.64,,,,
6,19,2012, 20,25,HST, ,,,,,9,,,75.9,,,6,5.58,40,11,1.64,,,,
6,19,2012, 20,55,HST, ,,,,,9,,,75.9,,,7,5.58,50,11,1.64,,,,
6,19,2012, 21,25,HST, ,,,,,9,,,75.9,,,8,5.58,50,11,1.64,,,,
6,19,2012, 21,55,HST, ,,,,,9,,,75.9,,,9,5.25,40,11,1.64,,,,
6,19,2012, 22,25,HST, ,,,,,9,,,75.9,,,10,5.58,40,11,1.64,,,,
6,19,2012, 22,55,HST, ,,,,,9,,,75.9,,,7,5.25,40,11,1.64,,,,
6,19,2012, 23,55,HST, ,,,,,9,,,75.9,,,7,5.25,50,11,1.64,,,,
6,20,2012, 0,25,HST, ,,,,,9,,,75.9,,,8,5.25,40,11,1.64,,,,
6,20,2012, 1,25,HST, ,,,,,9,,,75.9,,,7,5.58,40,11,1.64,,,,
6,20,2012, 2,25,HST, ,,,,,9,,,75.9,,,9,5.58,40,11,1.64,,,,
6,20,2012, 2,55,HST, ,,,,,9,,,75.9,,,10,5.25,40,11,1.64,,,,
6,20,2012, 3,25,HST, ,,,,,9,,,75.9,,,7,5.25,50,11,1.64,,,,
6,20,2012, 3,55,HST, ,,,,,9,,,75.9,,,8,4.92,50,11,1.64,,,,
6,20,2012, 4,25,HST, ,,,,,9,,,75.8,,,9,5.25,50,11,1.64,,,,
6,20,2012, 4,55,HST, ,,,,,9,,,75.8,,,8,4.92,40,12,1.64,,,,
6,20,2012, 5,25,HST, ,,,,,9,,,75.8,,,8,5.25,30,11,1.64,,,,
6,20,2012, 5,55,HST, ,,,,,9,,,75.8,,,8,4.92,50,11,1.64,,,,
6,20,2012, 6,25,HST, ,,,,,9,,,75.8,,,8,5.25,40,11,1.64,,,,
6,20,2012, 6,55,HST, ,,,,,9,,,75.8,,,9,5.58,40,11,1.64,,,,
6,20,2012, 7,25,HST, ,,,,,9,,,75.8,,,7,5.25,50,11,1.64,,,,
6,20,2012, 7,55,HST, ,,,,,9,,,75.8,,,8,5.25,40,12,1.64,,,,
6,20,2012, 8,25,HST, ,,,,,9,,,75.8,,,8,5.58,40,11,1.64,,,,
6,20,2012, 8,55,HST, ,,,,,9,,,75.8,,,11,5.58,50,11,1.64,,,,
6,20,2012, 9,25,HST, ,,,,,9,,,75.8,,,8,5.91,60,11,1.64,,,,
6,20,2012, 9,55,HST, ,,,,,9,,,75.8,,,7,5.91,40,11,1.64,,,,
6,20,2012, 10,25,HST, ,,,,,9,,,75.8,,,11,5.58,50,11,1.64,,,,
6,20,2012, 10,55,HST, ,,,,,9,,,75.8,,,10,5.58,50,11,1.64,,,,
6,20,2012, 11,25,HST, ,,,,,9,,,75.9,,,8,5.91,60,11,1.64,,,,
6,20,2012, 12,25,HST, ,,,,,9,,,76.1,,,8,5.58,50,11,1.64,,,,
6,20,2012, 12,55,HST, ,,,,,9,,,76.1,,,8,5.91,40,11,1.64,,,,
6,20,2012, 13,25,HST, ,,,,,9,,,76.1,,,8,5.91,50,11,1.64,,,,
6,20,2012, 13,55,HST, ,,,,,9,,,76.1,,,8,5.91,40,11,1.64,,,,
6,20,2012, 14,25,HST, ,,,,,9,,,76.1,,,8,5.91,50,11,1.64,,,,
6,20,2012, 14,55,HST, ,,,,,9,,,76.1,,,11,5.91,40,11,1.64,,,,
6,20,2012, 15,25,HST, ,,,,,9,,,76.1,,,8,5.58,50,11,1.64,,,,
6,20,2012, 15,55,HST, ,,,,,9,,,76.1,,,8,5.91,40,11,1.64,,,,
6,20,2012, 16,25,HST, ,,,,,9,,,76.1,,,8,5.25,30,11,1.64,,,,
6,20,2012, 16,55,HST, ,,,,,9,,,76.1,,,8,5.25,50,11,1.64,,,,
6,20,2012, 17,25,HST, ,,,,,9,,,76.1,,,11,5.58,50,11,1.64,,,,
6,20,2012, 17,55,HST, ,,,,,9,,,76.1,,,8,5.25,50,11,1.64,,,,
6,20,2012, 18,25,HST, ,,,,,9,,,76.1,,,8,4.92,50,11,1.64,,,,
6,20,2012, 18,55,HST, ,,,,,9,,,75.9,,,6,5.25,40,11,1.64,,,,
6,20,2012, 19,55,HST, ,,,,,9,,,75.9,,,8,4.92,40,11,1.64,,,,
6,20,2012, 20,25,HST, ,,,,,9,,,75.9,,,8,4.92,50,11,1.64,,,,
6,20,2012, 20,55,HST, ,,,,,9,,,75.9,,,10,4.92,50,11,1.64,,,,
6,20,2012, 21,25,HST, ,,,,,9,,,75.9,,,7,5.25,40,11,1.64,,,,
6,20,2012, 21,55,HST, ,,,,,9,,,75.9,,,10,5.58,40,11,1.64,,,,
6,20,2012, 22,25,HST, ,,,,,9,,,75.9,,,11,5.25,50,11,1.64,,,,
6,20,2012, 22,55,HST, ,,,,,9,,,75.9,,,10,4.92,40,11,1.64,,,,
6,20,2012, 23,25,HST, ,,,,,9,,,75.9,,,8,4.92,50,11,1.64,,,,
6,20,2012, 23,55,HST, ,,,,,9,,,75.9,,,11,4.27,40,11,1.64,,,,
6,21,2012, 0,25,HST, ,,,,,9,,,75.9,,,8,4.59,40,11,1.64,,,,
6,21,2012, 0,55,HST, ,,,,,9,,,75.9,,,10,5.25,50,11,1.64,,,,
6,21,2012, 1,25,HST, ,,,,,9,,,75.9,,,10,5.25,40,11,1.64,,,,
6,21,2012, 1,55,HST, ,,,,,9,,,75.9,,,9,4.92,40,11,1.64,,,,
6,21,2012, 2,25,HST, ,,,,,9,,,75.9,,,9,4.92,40,11,1.64,,,,
